"NCI_H522_wk1_wk1_vs_wk2_log2FC"
"AH IgG, ITCL "	-0.326810316267109
"BTLA "	0.350992993137429
"C3AR "	-0.103093492964104
"C5L2 "	-0.427421223734676
"CCR10 "	-0.162814612279123
"CD10 "	1.4286479307975
"CD100 "	-0.171809645787255
"CD101 (BB27) "	0.136419198226595
"CD102 "	-0.321928094887362
"CD103 "	-0.197939377611909
"CD104 "	-0.189033824390017
"CD105 "	-0.11880743004003
"CD106 "	0.15200309344505
"CD107a (LAMP-1) "	-0.175849835399418
"CD108 "	-0.434937056716548
"CD109 "	0.109972842025132
"CD111 "	-1.75398157118181
"CD112 (Nectin-2) "	-0.573530818734469
"CD114 "	-0.144426380169807
"CD115 "	-0.206450877467426
"CD116 "	-0.969368381346337
"CD117 (c-kit) "	-0.13488489177657
"CD119 (IFN-gamma R alpha chain) "	-0.115477217419936
"CD11a "	-0.327058334119305
"CD11b "	-0.250543461650597
"CD11b (activated) "	-0.225881407416328
"CD11c "	-0.145430439521564
"CD122 "	-0.134301091711591
"CD123 "	-0.241008099503795
"CD124 "	-0.263034405833794
"CD126 (IL-6Ralpha) "	-0.31034012061215
"CD127 (IL-7Ralpha) "	0.333737397176996
"CD129 (IL-9 R) "	0.10383581098454
"CD13 "	0.592955291474687
"CD131 "	-0.289506617194985
"CD132"	-0.0255350921071372
"CD134 "	0.527411478158998
"CD135 "	-0.281850655512027
"CD137 (4-1BB) "	-0.0494686762642999
"CD137L (4-1BB L) "	-0.067114195858537
"CD138 "	0.276604104377872
"CD14 "	-1.07883439614765
"CD140a "	-0.199937570508752
"CD140b "	-0.359895945086383
"CD141 "	-0.25964381663302
"CD143 "	0.584962500721156
"CD144 "	0.0453239905094903
"CD146 "	0.071553261025034
"CD148 "	-0.780000505138326
"CD15 "	-0.132637768578118
"CD150 (SLAM) "	-0.229481846122768
"CD152 "	-0.556393348524385
"CD154 "	0.0679040645018036
"CD155 (PVR) "	-0.208108195330201
"CD156c (ADAM- 10) "	-0.358490494375241
"CD158a/h "	-0.209304379354733
"CD158b (NKAT2) "	-0.685364397678994
"CD158d "	0.205318907977506
"CD158e1 (NKB1) "	0.0888092669578561
"CD158f "	0.0506260730699677
"CD16 "	-0.0901978089715783
