"LC.H522"	"CO.HCC2998"	"RE.SN12C"	"BR.HS578T"	"LE.K562"	"BR.BT549"	"LC.EKVX"	"LC.HOP62"	"ME.SKMEL28"	"BR.T47D"	"ME.MDAMB435"	"LE.SR"	"BR.MDAMB231"	"ME.LOXIMVI"	"CNS.SNB75"	"ME.M14"	"OV.ADRRES"	"CO.HT29"	"LC.H226"	"RE.RXF393"	"CNS.U251"	"ME.SKMEL5"	"OV.SKOV3"	"PR.DU145"	"OV.OVCAR3"	"OV.IGROV1"	"ME.SKMEL2"	"OV.OVCAR4"	"ME.UACC62"	"CO.COLO205"	"ME.UACC257"	"CNS.SNB19"	"RE.7860"	"LE.HL60"	"CO.SW620"	"LC.A549"	"RE.A498"	"LE.CCRFCEM"	"LC.H23"	"ME.MALME3M"	"RE.UO31"	"RE.TK10"	"LC.HOP92"	"CO.HCT116"	"LC.H322M"	"RE.ACHN"	"CO.HCT15"	"RE.CAKI1"	"CNS.SF539"	"LE.RPMI8226"	"CNS.SF295"	"LE.MOLT4"	"BR.MCF7"	"OV.OVCAR5"	"CNS.SF268"	"LC.H460"	"OV.OVCAR8"	"PR.PC3"	"CO.KM12"
"IPI00018350"	8962600	7838200	4191600	4235300	7063000	2850900	5214000	2219700	2896500	9302100	8345400	2702400	3822600	2646400	5840600	10124000	1.7e+07	9980400	3671300	2785900	5600900	3498600	1787500	8790000	6085000	3938800	9961900	5624500	4711800	7678300	4115500	4787600	5471300	16411000	7597400	9026700	3852000	9299400	1264300	3431700	4183000	6172300	2777500	14958000	1687100	9345400	9833800	748650	6462400	16035000	2342300	20561000	10698000	12676000	5486900	7460700	11600000	4138800	8517800
"IPI00018465"	7595800	8618900	14915000	7238600	9456500	9820400	5453000	8755800	10554000	8208300	13394000	4685600	10857000	19397000	6844200	8692800	10837000	8426600	7691800	9002400	8810500	16152000	6977600	8092500	6180100	7323700	10685000	14971000	8703800	9108900	11248000	12097000	11461000	20810000	14189000	2750300	8601000	8483000	15510000	5467400	10818000	12270000	4950700	21301000	150680	8227800	23256000	11369000	7220800	18193000	14119000	14673000	10586000	9783400	17315000	8720200	10746000	14356000	17635000
"IPI00018783"	2422300	1336000	3660000	623530	2312300	899740	7451300	6588500	2211900	1220700	1376900	1164000	1439000	1704300	2465100	6339300	2192100	2270700	440350	1902300	2538500	5326800	1920000	1577700	318750	1710600	3048200	1403000	1454000	7280500	4397200	2458100	1280200	1201100	6120500	4070600	550820	4054500	2163600	2291300	2254000	7173400	1145400	2816100	305700	880800	1544200	1128800	654610	5399600	2328600	6151000	1117400	2340700	3415300	2301100	4573200	3914300	5669700
"IPI00018873"	2413400	6950100	3749800	3765900	13124000	31222000	5173700	10297000	7095300	1572700	21239000	4799400	33763000	9249500	6004600	17918000	2079300	8741100	11179000	7155700	3157500	13181000	2096000	16415000	311290	6735200	3129100	5514800	7905200	2677200	6098700	4044300	8949400	4208600	4548800	7626300	29332000	2489900	3753400	13475000	6762200	4521200	31201000	5872800	4351000	4870100	4913600	7111700	465340	8369200	4739100	9526200	6298400	3703800	11323000	43068000	2557400	8057300	4155500
"IPI00018931"	11077000	12074000	11998000	3292500	9003600	7181800	17727000	20623000	12095000	15761000	9200400	13027000	7348600	11472000	6225500	19567000	12352000	11428000	4323600	7876200	9351500	11574000	13502000	8453300	5601500	12065000	7406400	13384000	5458400	18713000	9087700	7044600	6533900	20245000	8703300	9980600	11590000	7035100	384720	6437800	13659000	5691400	6367200	10312000	11935000	20382000	11015000	14325000	3124900	10545000	5306000	13972000	8250300	9768000	8218600	7632600	17756000	11684000	7077700
"IPI00018968"	663890	833380	694390	630620	1288300	610100	3687400	2202500	2237000	621670	1058700	1612100	878760	605130	1607700	2317800	898920	836200	719400	656400	1107700	794890	1063000	1957100	796980	1658500	360470	815440	1180700	944790	1012000	892120	1244500	1525500	2021000	158570	786270	1574400	1084700	2580600	2287400	1353200	1558600	1421700	351450	1178500	1843700	854000	679040	1670900	1426700	1986700	37295	1455400	1030000	1201200	1936400	1004500	1755600
"IPI00019380"	1426100	1969200	2088100	269130	1651100	2526400	963470	2669300	1161600	1019400	1427800	635960	1742500	3543200	2881900	2511900	586440	2300100	1585800	1251800	2012200	3072900	1644900	2588500	330670	2620400	965570	1279000	2247800	9012400	1846700	1445500	1430000	4182900	1291800	3166400	1019100	1564000	69646	1871200	2276600	1887600	1354000	1348200	163270	1727000	1877500	1678500	2347400	726620	1026000	4773700	2914700	776640	3192600	4227700	1727600	1846800	1391900
"IPI00019450"	1643100	1350500	386690	452870	4694100	1347800	3587500	1313200	6447100	1855900	1286600	3642300	1460000	1035700	1862500	2718300	2106400	1161900	2010800	1535100	1690100	1849100	2353300	2015700	287150	3232400	427860	1148800	2451600	1415200	2970500	1320100	777950	2218100	525110	482490	1076400	1510600	1536000	2410300	1749200	3488200	1452300	2070000	107790	485280	1292500	3240800	838790	3875100	631020	1960200	1345400	1079700	1333200	1874100	1442600	487260	770250
"IPI00019472"	1227200	4525100	3329900	15581000	10238000	9382700	10352000	18138000	15452000	3571800	5472500	3599500	11748000	18512000	5880900	906330	6540900	9540700	10814000	9572800	12755000	1284600	3376600	3253900	5295500	4984400	6286100	16284000	3680200	17708000	1510400	12374000	4631800	4119200	29373000	10645000	8413800	1626600	1655600	799730	1250500	2738700	3632400	4281600	5678300	1883900	4345600	1301000	8638100	2970200	9157900	1844300	6054100	2134600	1707100	7266500	4905500	2530100	30469000
"IPI00019502"	210700000	114150000	133290000	46513000	59472000	97975000	45045000	80545000	133890000	73069000	24961000	135410000	528670000	108860000	347420000	267720000	249740000	1.78e+08	121730000	372530000	328030000	161750000	145080000	380570000	48298000	120190000	78163000	315600000	143770000	787060000	138400000	122520000	195600000	404930000	167660000	198260000	406270000	260190000	136250000	272920000	494280000	261140000	210270000	177430000	5468700	506500000	123560000	588930000	281890000	384890000	312180000	535700000	63446000	76066000	433650000	118220000	344480000	165170000	391060000
"IPI00019912"	13615000	33313000	7900200	9859500	5488800	14819000	9846300	9529800	22793000	19218000	8755600	9317100	4741600	7192700	10551000	11224000	8373200	18142000	14038000	2010900	9250600	7274000	24717000	7646100	10360000	10233000	13268000	34672000	13251000	24009000	12087000	20103000	7485600	13896000	5478600	8455300	3688300	1488200	27685000	5335400	9665000	11321000	11907000	10421000	18439000	5147000	7887100	21588000	14932000	9235900	12226000	4201800	23418000	8968100	6298100	16885000	9073000	5527200	3637700
"IPI00019918"	1190700	1381600	1325500	69949	2277600	384780	2303700	1014500	760500	1510200	1061000	1377700	697570	576850	1368600	2073200	2544300	1838800	191990	1443900	1600600	2150600	664800	1330700	58124	1691700	1944000	420800	898110	1719500	1938200	2403600	2548700	1997600	4771100	1881300	1690300	3459400	2657000	34093	2634500	1753600	615140	2922700	806620	2285100	1679900	1054400	1118500	4258000	2748000	2693900	611480	2078700	2188800	1341600	3600500	1570500	4452000
"IPI00020021"	2998600	986740	822570	1801500	1884800	1975900	519590	118270	89620	797560	3203800	1844200	2525700	2175700	1380300	1134800	3145700	3058800	1773600	1538500	1303400	1723600	979350	1037600	1866000	681650	1227400	2335400	91063	2325800	2383700	2210000	1824600	1775200	2151300	158160	562060	3290500	1443000	1541700	477580	1353100	1144800	73624	67459	1965600	845980	1148000	2171900	2646200	393320	4999600	4149800	2136500	513060	1357900	2705600	568570	1440600
"IPI00020127"	3886200	2257800	2410400	468980	2548700	1770800	4053900	5196200	9164600	3045600	2331000	3482800	5984100	1636900	2461200	159330	6486800	3948700	1666300	1837100	4924100	2314400	1277800	4085900	2271500	2501700	1554300	1160400	1928600	2138000	2467700	2550100	605110	1616400	4930500	5528500	621370	4090800	2861200	3404000	1342500	796460	672940	6461300	29722	2758400	2478900	1090300	1175700	1017500	2088700	5497100	2493800	252160	4559400	2276800	6304800	992250	3190300
"IPI00020436"	22178000	35809000	19947000	27154000	19953000	27617000	59606000	16472000	18809000	32039000	39982000	41793000	35983000	22348000	6669000	24850000	23112000	37301000	23751000	19626000	28124000	23955000	37336000	35120000	30873000	16994000	34538000	22188000	13184000	46771000	15336000	26467000	6484600	14812000	31599000	40366000	22322000	19901000	19936000	32181000	19361000	25749000	26711000	28635000	75284000	25135000	19311000	34574000	19547000	20018000	22780000	21657000	16611000	38189000	6102200	20692000	23696000	19365000	20642000
"IPI00020599"	53631000	65942000	35356000	113560000	23802000	146030000	48352000	71508000	28376000	53325000	101230000	222780000	69248000	56268000	143590000	46520000	61255000	49875000	60626000	123590000	65980000	55623000	88143000	37897000	69068000	50660000	70315000	117680000	103350000	75160000	97696000	71051000	72657000	210120000	53194000	10109000	55561000	63139000	40351000	79974000	81168000	39677000	106130000	29198000	86257000	53004000	27160000	125960000	224920000	17897000	83402000	59789000	46420000	54403000	35022000	34255000	37018000	111330000	42608000
"IPI00020984"	40637000	57438000	35487000	46904000	43555000	109800000	36711000	51661000	67973000	59330000	64867000	151160000	91197000	87937000	65656000	60567000	88444000	57806000	116810000	51626000	73137000	44288000	70626000	37074000	58536000	61007000	51117000	137330000	61144000	84187000	96509000	54792000	64629000	101110000	39412000	70579000	63840000	16376000	66384000	32756000	45825000	113230000	54350000	50393000	17079000	39445000	43467000	104010000	96522000	60871000	99032000	25907000	71138000	11042000	29995000	96958000	85501000	36684000	40472000
"IPI00021263"	50972000	73945000	75584000	119830000	74544000	106460000	152300000	64460000	1.49e+08	71556000	112040000	93719000	114620000	118560000	62420000	59858000	121520000	98683000	41923000	281140000	45867000	122250000	69166000	93100000	74148000	80990000	57435000	63238000	64533000	145980000	88681000	45889000	170600000	46428000	64956000	75958000	80369000	83666000	104110000	115590000	134530000	126660000	108380000	116220000	85068000	59336000	105840000	83695000	67218000	51379000	72531000	14538000	79211000	102990000	65187000	29333000	74905000	79461000	70709000
"IPI00021290"	25155000	38951000	14939000	16315000	25376000	18323000	11290000	18557000	27423000	35552000	10480000	40559000	27424000	31597000	20276000	24531000	20595000	17566000	21559000	26092000	22959000	27653000	15147000	37530000	5143500	22713000	19720000	15816000	25339000	15886000	34477000	12319000	15087000	37531000	6866900	35047000	58341000	19960000	21929000	21578000	33566000	53255000	23684000	21475000	117260	43116000	23605000	32103000	14124000	42796000	58469000	36423000	27446000	13640000	21909000	24271000	23892000	14012000	12232000
"IPI00021327"	4060200	2638800	5201900	2305800	6735000	2023200	4798800	964920	192650	4586700	4457300	2763800	3209900	3729200	1603700	3037900	2040000	3413800	1019100	836760	4152300	1913400	1964200	3947700	1060300	2014500	2050400	971780	1590700	4348500	2050200	3580200	849920	6587200	3875100	3095200	3727500	7227900	2088700	1450700	1980800	3400100	1396900	5814100	582200	2632200	2197200	5705500	2408800	5090600	4317900	8094100	2358700	2144200	4616700	2851000	3936500	4142300	3485000
"IPI00021370"	1752500	3472900	2685900	376480	6618100	2254800	3549400	3966400	638260	2141100	3673600	2025700	3628100	2836300	1558300	1466800	2430700	3396300	456080	4177700	2861900	3977000	2728000	3662200	1595900	1227300	2740900	997550	1596700	4884800	1059500	1285300	2613000	2886900	4846500	2052900	2562900	4272200	3099200	1426400	1618000	1990600	745170	5299600	1862600	1617400	2832400	1465600	1000500	1914800	1567300	6410600	2049700	1454300	1493300	1996100	4639700	2022500	1616700
"IPI00021405"	48148000	60886000	82207000	103780000	28746000	76251000	18428000	14848000	16018000	31338000	62226000	42630000	58393000	83429000	106060000	8914100	58391000	119730000	147050000	34650000	62466000	70853000	78504000	78697000	85944000	40650000	106050000	60273000	47242000	188780000	32916000	139100000	41571000	85041000	34050000	67076000	39822000	1007100	43541000	126380000	18737000	45547000	283870000	44458000	41032000	64163000	45368000	49183000	139920000	42003000	141640000	163510	48923000	1725400	38893000	86999000	60630000	72298000	34041000
"IPI00021440"	559090000	543960000	214950000	649630000	285080000	799280000	103280000	92743000	102720000	409580000	1039900000	963020000	972410000	936840000	798280000	390940000	370470000	320200000	449630000	538680000	432520000	332600000	377810000	335350000	128530000	259600000	425250000	505110000	247980000	231220000	327770000	620910000	156430000	1001500000	301890000	345640000	480350000	591120000	758610000	733970000	745870000	718620000	774820000	428130000	423780000	602070000	536070000	680480000	615320000	291770000	405580000	362830000	410480000	392350000	517750000	300720000	540660000	659230000	594770000
"IPI00021700"	21121000	20267000	18971000	13370000	17457000	21556000	12569000	12508000	3645000	17902000	15517000	20203000	18293000	14573000	22076000	18617000	31817000	34106000	18775000	32339000	21740000	29361000	11405000	19240000	13601000	18117000	31111000	13616000	11144000	28741000	13084000	21246000	15669000	35247000	40834000	34140000	8208000	63311000	18635000	15823000	26490000	41232000	6375200	20085000	14125000	21211000	45092000	5286600	14937000	50456000	25071000	19282000	18095000	24797000	20670000	23607000	30264000	22096000	52090000
"IPI00021808"	7513100	3187700	2678300	1654500	6341000	4371900	3875500	9394400	4363700	6256700	15083000	2385300	6635600	3788400	3439400	4906600	3432000	3721900	2134900	3723200	4145700	4155800	2101600	2877600	3211000	4625100	2425500	5450200	2715000	6232100	3641900	3664200	5693600	6518900	3551700	3465900	5794400	3638000	5864600	1655100	4058200	5463300	2134700	4622500	1471700	1733600	3286800	4658200	3645700	4266500	7800600	5913400	4188100	6693200	6479800	4658100	8401500	5048600	3972800
"IPI00021983"	3448900	2171100	1203900	1401300	1418400	6812300	5783100	7621300	17184000	4712200	4067500	8861200	2423400	2591600	1020700	1812500	907350	1344600	4050200	2304700	2888500	2846100	3957400	2489300	1647800	756850	3136900	4509500	3588900	2073800	2988800	2781600	2529000	1263700	305980	1607100	2545600	437970	2916000	8625500	2142900	3034000	5298600	1082800	2538300	3058800	846660	2653800	5699800	1513100	1684700	872840	1593100	5413500	644180	3942700	656120	1262100	993350
"IPI00796864"	1272900	1741200	2861900	3649600	1267200	4765100	4372700	6518700	12647000	3915400	6935100	4401000	3185700	1935200	6841200	1939700	1965500	2019600	2133000	4400600	2443200	2121100	3091500	2807900	5917300	4706800	5468200	1746000	3224900	2170400	2287500	4820100	351360	1569200	2293600	2980900	2587000	2047600	1527200	1924200	846260	2082700	3482100	1742500	1211400	1578100	3346300	3992400	2668600	4896300	3942900	3289100	3081800	2673100	1825200	3495200	886560	3104800	1775100
"IPI00022143"	14339000	12498000	22170000	29093000	30391000	39163000	31150000	53538000	60344000	42906000	7915900	25080000	23404000	5993500	14421000	16675000	21342000	14593000	52927000	34149000	14635000	15497000	32792000	38019000	25459000	10968000	47727000	66574000	25337000	7285700	18019000	11061000	6775400	11092000	13520000	7949500	17540000	17930000	20276000	80341000	44772000	39663000	37807000	8761000	381010	42101000	20574000	14949000	27121000	11572000	20508000	13368000	22445000	25878000	17805000	12396000	20170000	23025000	2.7e+07
"IPI00022228"	13574000	15157000	15912000	36928000	11432000	17669000	39194000	13238000	19463000	9766100	13337000	22688000	11644000	4833300	22810000	23220000	24413000	12103000	22131000	22905000	20572000	19749000	15446000	17390000	9915500	7749900	20117000	12798000	21777000	6699900	17111000	9788800	7795800	8517200	19242000	24403000	26002000	7766000	13973000	12508000	14234000	14772000	17563000	15527000	27484000	23121000	34038000	17165000	45822000	6754800	31361000	7340300	13737000	21089000	35303000	17573000	14852000	13353000	15945000
"IPI00022275"	1124000	1437000	3297100	4947200	2627800	2980800	2039400	5328600	4773400	725900	1134100	4221200	2008400	1694000	1546600	2053700	668870	851360	1469200	785400	1252600	4543800	2024700	1648600	581850	1519800	750310	1158300	2759000	430420	2145500	3134900	628890	6053300	1445600	343840	980580	2881500	1685000	6898700	1501400	1179400	2659900	784390	267770	415350	2376500	994050	1919900	2169900	2731200	3088300	665190	2863900	367450	1832500	1639000	5183200	1198300
"IPI00022314"	8983100	7501800	15973000	8990600	5992400	145180000	14801000	10818000	5375700	727550	6089500	6833200	6597500	11210000	10541000	3511100	3451000	3709400	116960000	23218000	5340200	4226200	20083000	7365200	10168000	1772400	12871000	16547000	6868900	2575200	1182400	14659000	774600	6137500	4798600	5306300	26907000	4703500	5742500	8245200	32693000	46489000	22197000	4385800	14518000	8812300	8584500	46655000	12752000	6623900	4931300	5191400	3012900	7348700	26391000	12021000	2988600	19132000	6319000
"IPI00022462"	33165000	51277000	69987000	72664000	45317000	102370000	52995000	25657000	35146000	214120000	32463000	31035000	31624000	77617000	19045000	48704000	26390000	31715000	50048000	19827000	26341000	11562000	31136000	51654000	52749000	42317000	64607000	72835000	19634000	65229000	23407000	59507000	31821000	34310000	11340000	14986000	8614000	68779000	7895100	53506000	21737000	29621000	71552000	32935000	25691000	23350000	49071000	30465000	36349000	47798000	6484900	39750000	47516000	71482000	10871000	65320000	10596000	91680000	28959000
"IPI00022648"	3540400	2139100	9055300	2867300	4524100	2024300	3326600	12702000	1770900	2773300	1671300	2632200	2978800	6741300	1991400	3129400	3364900	2882400	2318100	4042100	3636100	2321200	2503200	6384800	1800500	3247300	1758000	2187300	1968100	1877900	2485500	3760100	5580000	2055000	2040800	3556800	2317500	5000800	3672000	1479600	2938100	2378200	1942700	3222500	2351600	2133800	4566100	1989900	2821200	2202400	5632200	7392700	3362700	7732800	9881700	4618200	3680300	13347000	2917500
"IPI00022744"	35914000	28675000	44880000	16579000	45312000	33726000	21950000	16608000	30442000	86494000	68742000	30640000	80114000	41256000	26237000	39368000	33066000	61904000	14684000	38574000	23649000	28799000	19284000	32348000	48545000	30525000	26134000	31149000	20157000	33832000	30444000	22100000	15622000	18830000	22793000	16949000	20546000	29554000	6672800	17396000	30950000	39012000	19216000	46530000	10840000	20397000	41510000	22763000	15402000	53029000	2754100	69743000	37113000	30283000	29720000	31999000	42785000	59643000	41916000
"IPI00022774"	33001000	38866000	38797000	27533000	30195000	60697000	25967000	31159000	134300000	42853000	32334000	68486000	44819000	48305000	63833000	47133000	30551000	40265000	21682000	23597000	82422000	34734000	58873000	58457000	57442000	40297000	38727000	26162000	44269000	50463000	48474000	35054000	18665000	97761000	21361000	57470000	50178000	36183000	38305	29045000	29759000	21741000	26575000	33806000	54173000	19695000	37314000	57646000	55487000	30531000	1220400	55044000	28924000	40075000	107670000	35109000	31580000	41885000	32727000
"IPI00023006"	45888000	28175000	2967500	67661000	5794400	29242000	7881300	2780000	254140	12985000	38951000	45833000	40319000	29850000	111780000	41647000	28537000	19361000	25536000	18932000	14485000	28320000	17079000	43044000	564730	17602000	3101000	12985000	10748000	6107300	4355600	12128000	701970	15285000	11847000	1869900	37414000	35049000	21413000	31900000	31614000	38657000	37179000	20551000	9959900	35370000	22660000	31818000	24742000	18094000	4267200	34759000	13216000	17001000	89132000	10482000	23828000	39184000	14877000
"IPI00023048"	17024000	17432000	28693000	55040000	21906000	23899000	2581700	13600000	9255300	29013000	30100000	32194000	27874000	33817000	17230000	15303000	47253000	22729000	15778000	34316000	24735000	19065000	16241000	19914000	20587000	10777000	13885000	33774000	14074000	11621000	16911000	26056000	35433000	8801300	15720000	18577000	18497000	24683000	44776000	8850700	26954000	23679000	16267000	21030000	11579000	14102000	23797000	21738000	23109000	29570000	16481000	1699800	22727000	31606000	31475000	13427000	45620000	24078000	13959000
"IPI00023234"	4991300	4068000	4290700	4892600	8341300	2775000	6435000	7074500	5945800	3185700	6953300	11433000	2591700	2146300	5216100	9576800	7591800	7867800	6813900	2727800	4743600	7105300	3832000	5381700	7300300	8660600	898360	5539000	6065900	6508900	11871000	4613200	3664500	7832100	8359700	15939000	2839400	6416600	2338900	6407900	3016600	2544500	4331200	4069600	4281300	3914100	6358400	4122400	4499600	3625200	7649700	6337100	5248200	5084400	3344100	6177300	7053100	3369300	6595400
"IPI00023344"	7296000	2842700	1149300	384670	3246700	357150	964720	7728300	4593400	870800	215930	1066700	1553000	2253700	1948100	1772900	3159600	1478100	2196100	1552600	2575000	2689300	2455100	1456900	2834800	4503800	3196700	3649200	4499300	1559900	1843900	4438700	302260	165030	2487700	1193000	424740	2155000	3682900	1813800	733200	1429000	2534500	4885800	4287100	1642800	2575000	597320	3258500	3747600	2938800	5092800	3576800	391490	223090	2795000	1030500	1305200	2468200
"IPI00023510"	1159100	2227500	3023000	3303000	2650500	1698800	1724500	1281800	1470900	1667200	2700200	1651000	2964500	2048900	4247400	2319000	1613300	1143400	4104700	864640	1673700	972160	1481000	1186100	2492000	3654800	1538100	2830200	1348000	942210	3718200	2121000	2169800	1000400	1615000	1528900	1124100	1595500	783200	2696200	3333900	416160	1303600	1315500	2475100	2655300	1134400	2703300	2024500	493440	2911100	906770	3011700	3295100	791690	1663600	2055200	1468300	1238600
"IPI00023542"	6321400	9528800	5623300	16197000	4084700	12211000	10643000	11435000	13699000	11765000	3388600	7106600	7909700	6674700	7400500	4770700	8203800	5802600	11396000	11169000	9821500	8199400	11311000	8801900	7834700	4750100	8298700	8746300	9256500	10510000	5442200	6254500	2876600	7270900	3628500	9824500	6118900	1889100	7903000	8679100	6563700	5551100	9368700	8831500	16558000	5852800	4802800	5606400	10177000	6204800	8825200	8870200	8744500	8384800	7837100	8267300	4824900	6583700	3067300
"IPI00797126"	11787000	9989600	8476200	8066600	16150000	11410000	11118000	3411400	2697000	14226000	20064000	13375000	12683000	20561000	6786800	13736000	15536000	15256000	7239600	21802000	17064000	9655200	9400600	17732000	11990000	7934900	14067000	5154700	5462000	4864900	3989800	6440100	6910800	17387000	21652000	17055000	3040300	8826100	10723000	2893300	7937300	1e+07	3901500	2013400	2265300	9196900	4146400	8241400	5288000	3652800	9000500	1278300	9813100	6608400	8624200	9736700	15686000	11958000	13554000
"IPI00023860"	4776800	3536100	5317500	2839100	9738200	6206100	7853600	9665900	6544000	15031000	8190700	4785200	25068000	19883000	4037000	11380000	7788000	5872300	7750900	12057000	10526000	6535500	4377800	12388000	4082100	10049000	2790000	1585400	5032500	6385100	3418300	5042400	13154000	3658600	9419800	392790	8909600	14332000	10673000	4095400	4854900	8229100	3238500	6066500	287440	11608000	8280000	7050100	2604300	6747400	3991100	25341000	6188200	2709600	11929000	6296000	9511300	12376000	9211600
"IPI00023919"	1780800	2586100	2117300	2043100	1251600	2399400	1598600	2590000	3718100	1941900	2200000	1823400	1916200	1961100	2098000	2009900	2069100	1565100	1998300	1109300	1503100	1679300	2207200	1354800	551370	1972500	1230300	1078000	1219400	750250	1108100	3428500	760950	377750	2070900	740350	1597300	962580	2103600	1014500	1226300	2148500	870300	3406300	1057700	1370900	1682900	1261900	1170400	379890	3318900	472620	1896800	1822800	1354800	1413300	2182400	2777100	1723000
"IPI00024067"	83576000	155450000	59320000	44651000	90133000	45039000	59504000	50794000	74961000	60756000	46848000	71658000	84968000	29189000	72648000	108340000	54767000	50985000	110450000	32705000	75925000	134950000	81636000	71952000	59304000	81233000	50116000	37355000	107710000	102350000	82982000	60522000	28354000	8.9e+07	39607000	75484000	88983000	34857000	91673000	115400000	61190000	61785000	136520000	137590000	102600000	77204000	68185000	159110000	109060000	68847000	145080000	76798000	76477000	48179000	162480000	54741000	48375000	59762000	46477000
"IPI00024157"	12003000	4314900	5460900	4097200	4797400	5028700	7777400	5188400	2077800	13936000	2125300	6399600	3892400	4236700	4624500	4397400	12020000	3989200	4015100	3055800	7347100	4668300	4996000	7498300	6654900	4585200	5466900	5419800	5993500	8604400	6104000	4534800	1664500	4248600	8630700	10529000	2586700	12595000	8404600	5811800	7344800	5846700	9374900	6764600	3503100	5486500	10766000	4444800	3946700	6622900	4255900	18705000	11024000	8089400	8585900	4560800	9031900	9616100	11607000
"IPI00024175"	7047200	5210400	6434000	5244200	7225500	7515100	7698900	4210200	9312700	7263000	9473000	9148200	8371700	9070300	3414600	8231900	7295900	9002900	4866600	10581000	7204700	5592800	5686200	7131600	6901300	6550200	6470200	4043000	6526700	6873000	4762200	7186900	1277700	6853900	8274000	8815400	4418000	8513400	6377300	2938300	6196200	5452200	4289700	8018100	3576500	5312900	8604100	6511400	4113600	7555500	8028500	18285000	4494100	8999100	16214000	7568000	7574900	11443000	5660000
"IPI00024403"	3165400	3908800	8848100	5423500	1991900	2501300	14538000	6718400	5308900	11032000	5408400	6753000	6363500	3243200	2991200	2807900	3492800	4104800	3212800	5370700	5150600	5260800	7787600	3431900	1178100	1303100	2643200	7204400	3858300	4019000	7441300	4102000	7982100	113040	5839800	2951200	8514200	4152500	2297800	5205700	3884000	6157800	15190000	7942900	3735300	693870	5950800	3993800	5171100	32840000	4553400	5080700	10103000	3876100	2353300	3372300	4308500	10800000	4399900
"IPI00024466"	17708000	19989000	8039300	11844000	3785800	7284800	22484000	27198000	58680000	7105300	11917000	22974000	7607200	15604000	31838000	13842000	19109000	14571000	39685000	25630000	12724000	15704000	21787000	11541000	26237000	17443000	18718000	10176000	26165000	14070000	17730000	13130000	2295300	20545000	8072500	17403000	14471000	6018600	18820000	28933000	21408000	16506000	19446000	11600000	39025000	27525000	8549000	7544300	34745000	19045000	26077000	12494000	14642000	38886000	15120000	12943000	9370500	7149000	8896300
"IPI00024642"	2533900	3701600	5511800	5438500	4385200	3214400	5426700	12105000	4849200	3443800	2917200	4127400	2988800	4154600	2721700	2317300	4935800	4296600	5569300	2074300	3197900	2804200	5204600	2759900	5026100	3649200	4486700	3256300	4412000	3079400	4088400	5724900	3654900	201560	2846800	33810	3126600	1616300	3239800	2956200	2243900	3397800	5583300	3695400	2208600	1792000	4795700	4355700	4630700	4692300	6305000	234420	5154000	6099900	702760	2976300	2524500	5608700	2895700
"IPI00024661"	2180700	3338700	14419000	622130	6495100	3106400	5144200	5761900	3358600	13263000	2357800	1717700	3917000	303280	2587700	3116400	3853000	2326400	2319400	4147400	4572200	3338000	2897300	3974500	4331800	3405100	2900600	4886700	2601500	5679200	2888700	3393000	2943500	1860000	2060900	2844300	3388100	3112600	3989200	1514700	2387300	1150500	2950800	1952400	1973500	2237300	3905500	4293700	2366800	3285200	3448000	6037000	4180200	2679700	4001500	2941100	5185400	15552000	3487400
"IPI00024911"	7763400	15819000	7582200	19995000	7154700	32948000	25948000	18591000	69927000	14181000	9181200	42194000	12612000	14606000	16503000	9714900	11581000	10275000	7551700	19417000	13236000	21330000	17984000	12187000	45892000	27853000	35429000	10589000	19295000	10493000	34373000	14516000	8458400	19093000	8208400	9187700	5725300	4850300	20747000	22918000	15265000	14830000	19306000	12380000	15569000	25748000	20754000	21281000	29324000	35345000	14976000	15585000	12025000	12337000	8096400	13607000	8039200	9254700	10238000
"IPI00024913"	16556000	3954000	4399600	1621000	2621200	2307400	1345300	4425800	7514400	3584300	1838700	5007400	491380	1108900	4650600	4004400	3558500	2938500	3767700	1719500	2192400	3896200	3384800	3813200	6147100	1817300	427710	2904700	3120000	391730	2672300	2098000	454490	4330300	2448100	1716200	2408900	540520	1629600	2833500	1506400	877020	1093100	1403600	2065800	976520	858710	2185300	3163800	2812500	3022600	3629400	5172300	1894000	468460	1970000	1081600	4353200	2217300
"IPI00024919"	40357000	41132000	31991000	26187000	11127000	25707000	37094000	12897000	31255000	11672000	29811000	38410000	34476000	34007000	7628200	15609000	16943000	27813000	38618000	13586000	17110000	11408000	51787000	30225000	35639000	35066000	41266000	73552000	25653000	19563000	22935000	13796000	6580000	14972000	49782000	35729000	30640000	13897000	23208000	50493000	42204000	36242000	57619000	35638000	90295000	74275000	37488000	54691000	18615000	26268000	14720000	29333000	26637000	35104000	13916000	54907000	31380000	40572000	51321000
"IPI00024993"	27094000	12819000	15055000	6464400	5796900	5724600	6240100	17232000	5669700	9664400	6348500	5270000	7581500	8555800	12732000	10446000	13824000	21200000	18648000	18778000	32212000	14964000	23779000	15884000	42796000	12629000	15314000	21238000	9158200	13405000	6227600	10629000	3034200	7746600	11913000	14388000	6077900	4411000	9679900	12978000	10886000	12526000	22921000	2997000	27289000	12791000	14702000	26840000	6360400	1065700	11821000	3677400	36080000	15368000	4826700	13845000	10747000	18386000	9757700
