"LC.H522"	"CO.HCC2998"	"RE.SN12C"	"BR.HS578T"	"LE.K562"	"BR.BT549"	"LC.EKVX"	"LC.HOP62"	"ME.SKMEL28"	"BR.T47D"	"ME.MDAMB435"	"LE.SR"	"BR.MDAMB231"	"ME.LOXIMVI"	"CNS.SNB75"	"ME.M14"	"OV.ADRRES"	"CO.HT29"	"LC.H226"	"RE.RXF393"	"CNS.U251"	"ME.SKMEL5"	"OV.SKOV3"	"PR.DU145"	"OV.OVCAR3"	"OV.IGROV1"	"ME.SKMEL2"	"OV.OVCAR4"	"ME.UACC62"	"CO.COLO205"	"ME.UACC257"	"CNS.SNB19"	"RE.7860"	"LE.HL60"	"CO.SW620"	"LC.A549"	"RE.A498"	"LE.CCRFCEM"	"LC.H23"	"ME.MALME3M"	"RE.UO31"	"RE.TK10"	"LC.HOP92"	"CO.HCT116"	"LC.H322M"	"RE.ACHN"	"CO.HCT15"	"RE.CAKI1"	"CNS.SF539"	"LE.RPMI8226"	"CNS.SF295"	"LE.MOLT4"	"BR.MCF7"	"OV.OVCAR5"	"CNS.SF268"	"LC.H460"	"OV.OVCAR8"	"PR.PC3"	"CO.KM12"
"IPI00179330"	76693000	113320000	187600000	14205000	142320000	109480000	181060000	94198000	135400000	119770000	147590000	92950000	113750000	87425000	88621000	90863000	94108000	78720000	62866000	95392000	97048000	128220000	72771000	129820000	26277000	5147100	117350000	7502600	59825000	9609400	88908000	21156000	54649000	151920000	144680000	188610000	76879000	109710000	5077400	100440000	45067000	105110000	65802000	47998000	98511000	2390300	4575700	18274000	45107000	20221000	24531000	6859300	6595600	38901000	71964000	94215000	113720000	5991900	10130000
"IPI00183626"	30144000	22689000	22372000	15770000	24069000	24683000	32795000	40737000	39052000	15566000	25432000	30753000	25505000	35016000	19978000	23327000	29935000	24097000	21566000	13073000	21924000	14681000	22137000	23063000	33606000	19868000	27799000	23990000	15797000	17726000	20012000	29554000	24624000	39079000	26077000	4652600	14428000	21799000	22901000	14586000	19015000	16641000	32455000	29113000	35229000	16822000	24819000	20214000	23305000	13708000	22852000	28185000	22767000	26088000	10909000	22930000	16672000	18930000	27009000
"IPI00182757"	6691700	10130000	2306700	5144800	4019400	8163600	2430700	2220000	6360200	3831400	1031200	875090	885600	3665600	2580100	2713700	1831200	3953900	3832500	1857100	7211600	2604200	5607500	2416700	12649000	2602400	6044500	3039700	4656700	3352000	3481600	6363000	478770	3034000	3378700	5451900	1322500	6986900	4018100	4244700	4421500	2359300	2961300	5811200	3801000	3766000	5660100	3577400	13395000	3870000	7232400	18270000	6781400	1288600	9049600	6304800	2939800	2547200	6244500
"IPI00184330"	10656000	10058000	5529400	3083800	11727000	4767700	7578600	5071100	12998000	12513000	15767000	4613200	5619200	3090600	3860800	8256200	14186000	15806000	6208400	5221200	8263100	4428000	3044600	10454000	7560100	1777800	10784000	10906000	5719900	12741000	5121000	4537400	1019400	16139000	3989600	5104900	5643800	21283000	18121000	4626800	5927300	11763000	5242900	13903000	190140	7837200	11724000	233130	10176000	25592000	7549400	33857000	22263000	17125000	10982000	13227000	9326600	7764900	15854000
"IPI00186290"	115950000	167240000	187280000	94342000	242010000	133780000	109350000	1.13e+08	151030000	241680000	384020000	267940000	178160000	358300000	151260000	214210000	123520000	114720000	107800000	202740000	191940000	193500000	63630000	204310000	71719000	151930000	104460000	79964000	146630000	137590000	127920000	92901000	76995000	335290000	72141000	92301000	224730000	258490000	19489000	84848000	113600000	172180000	77208000	355830000	78649000	104130000	248650000	97134000	83233000	247580000	48967000	115220000	155120000	129520000	101270000	115070000	181860000	237450000	187560000
"IPI00215637"	7552600	5744900	4840300	5426700	9673200	3214300	11699000	9824300	9743300	6815800	12504000	5019400	10616000	5453000	3692800	156390	6994500	7293000	2605000	4123100	10856000	4970400	5132700	6570000	1533500	3316400	5863700	4345900	5272900	4751900	3229100	4439600	8494300	12515000	11677000	7859300	3124600	9115700	6210000	1248300	3956700	1243400	2880100	4932400	919290	8152300	8302200	4980600	2210200	6792300	7288400	6910700	5221100	1760500	12944000	6682600	4831800	6111800	11902000
"IPI00215777"	37278000	72607000	29128000	22949000	28781000	25519000	44842000	119750000	78006000	52349000	23484000	42637000	70945000	50432000	18530000	51473000	126880000	32603000	57523000	30215000	26514000	60414000	77213000	44237000	28383000	39486000	36056000	39367000	56911000	15315000	22605000	43154000	14827000	28623000	16179000	19989000	24210000	25885000	43017000	82651000	52344000	40818000	53223000	26719000	20849000	58264000	29581000	60335000	31592000	26059000	29168000	7547400	58209000	41578000	18724000	46456000	33397000	35609000	21417000
"IPI00215801"	2716300	1475700	1784000	1273800	4263700	1173800	1199200	3729000	3559800	1641500	3422600	1531200	3346600	1993800	1600900	2651400	1337900	2127400	569460	1365000	988670	1363400	930300	1194200	2517500	932620	1158300	1389800	1347500	1329900	1686500	1961000	72936	3561300	1305500	2472900	605560	4432300	3331300	1450700	1188000	1169100	1667700	1251000	1058000	2123800	3012600	668980	1384400	1284200	1835700	10511000	2543300	129430	2183100	2856200	1636400	1697700	1237600
"IPI00215901"	8704200	20174000	14810000	8011600	20860000	23173000	12805000	36695000	80331000	9672800	15424000	33679000	6565300	16844000	6821300	17408000	17523000	11854000	23327000	17090000	14728000	14658000	12559000	11383000	20133000	26198000	13375000	29796000	22294000	9876100	20829000	11408000	25228000	33090000	13832000	5895400	5750700	10482000	18901000	13411000	9598600	13490000	12412000	14811000	3578300	6477200	17531000	19428000	11356000	18694000	9673400	14539000	14210000	19766000	7805000	10454000	8829300	15758000	19193000
"IPI00215911"	8183500	7488100	9343300	1961100	2780400	8319700	15909000	13624000	11109000	3023300	3206600	5807100	6624300	11699000	10665000	1931900	8865000	5014700	7080900	2440300	5268000	7807800	6258900	10582000	8966600	10540000	13984000	6420300	12593000	9762700	7112300	1758300	3349400	1.9e+07	8850000	11883000	4117300	16687000	9390300	12273000	7776400	9634900	13925000	13047000	11331000	5635000	5573700	6984600	8718600	7687200	6993300	10018000	5842700	6569300	3962900	18384000	11122000	14881000	14592000
"IPI00215965"	23451000	12658000	4261300	8292100	12874000	4747700	4819000	22804000	20306000	7499500	4272900	5514700	7295400	6034200	7194900	11777000	14424000	11125000	11224000	4909300	9000500	4624300	8059200	6030300	8135300	4882200	20695000	16625000	10994000	9948400	7757400	11603000	1308500	15819000	11734000	14627000	3960500	10696000	4965400	12937000	4982200	8937900	12341000	8247900	31831000	17787000	6741800	9355400	10863000	16906000	4396600	641570	12992000	7760200	11692000	8864600	7896600	4280600	11613000
"IPI00216008"	7589700	4794500	7180900	13339000	24608000	14739000	34696000	152800000	29125000	15565000	25701000	29504000	13813000	9772900	22307000	12146000	3504900	18319000	27776000	6408300	52281000	10571000	26821000	38648000	76436	15841000	1708600	10796000	10100000	22006000	10582000	38578000	5013600	18686000	15606000	49186000	23013000	8768200	22354000	8480800	7161200	10462000	4364900	8600000	38622000	5623100	6845700	16539000	8307400	12284000	29253000	6610000	30148000	17388000	24539000	69163000	6481200	7886800	10948000
"IPI00216026"	51384000	25056000	85018000	22827000	45709000	14612000	24241000	11879000	4630000	17826000	27829000	25873000	27458000	44677000	21348000	15434000	34591000	18647000	22828000	10627000	17643000	11647000	22791000	35067000	36356000	22727000	44523000	56847000	15455000	15193000	13945000	42779000	33626000	28923000	27297000	11235000	27974000	9723600	27617000	8395000	8053700	18704000	68636000	33900000	77510000	25867000	25083000	12253000	12180000	15063000	21805000	788650	35817000	23960000	15941000	45389000	32942000	94499000	16897000
"IPI00216746"	47383000	44169000	49134000	39707000	53526000	41169000	50894000	1.02e+08	79444000	46068000	58525000	48405000	42160000	78140000	36498000	44102000	42455000	55072000	42103000	30654000	42045000	39338000	36239000	51455000	44924000	48470000	40127000	31244000	28387000	46480000	25367000	63486000	46327000	94577000	51081000	35789000	31272000	73511000	38246000	36429000	39074000	47685000	37659000	53479000	70702000	50292000	54638000	44866000	50852000	46897000	48376000	51237000	54605000	41574000	23791000	45366000	51002000	32391000	49352000
"IPI00871890"	431810	975560	528110	4082400	8270400	2268300	3653900	4375600	5785200	1838000	2499300	3390700	4298600	2341500	3365300	624140	3000400	1095900	1188300	1541000	1535700	1096500	1121500	1840000	68256	1566500	2254700	1105600	1813500	460860	1801600	1882200	1106700	1027400	675980	1957800	901330	527510	1062400	584870	2491100	613140	1094000	574350	818300	2124500	1575200	2147500	1420800	756140	1689600	715240	734590	723270	1760600	1222300	3013700	320990	801430
"IPI00216230"	10350000	9050600	8432900	3621800	10238000	10883000	2498400	14600000	6119300	6990500	4035500	4086100	17839000	14722000	4654200	12964000	22873000	11063000	5379300	4717200	6639100	4801200	8594300	8276000	21764000	5150500	14751000	10410000	5938500	9664800	6749100	10249000	8753600	17868000	17153000	15087000	1449600	21813000	12697000	10399000	4310800	6202200	8182800	12552000	16913000	13370000	12381000	2917600	6515800	5872500	10600000	21334000	13085000	2785600	3229900	17899000	17589000	10078000	16663000
"IPI00216308"	76442000	79175000	44826000	38187000	31065000	57405000	49845000	70965000	67296000	17687000	60243000	81473000	38591000	55906000	49975000	38063000	51219000	19940000	46906000	23242000	36837000	33099000	77194000	48105000	59139000	86770000	65415000	74176000	37846000	63715000	31915000	60610000	61883000	31541000	45744000	64080000	58103000	24392000	52412000	31105000	32385000	119600000	99397000	39033000	112190000	63816000	44684000	41625000	30942000	38130000	85123000	2961600	68555000	68402000	27608000	68728000	37545000	43789000	32196000
"IPI00216318"	11074000	12826000	14818000	7673100	14576000	16222000	6814100	3467300	9191600	14531000	19256000	16588000	19180000	23743000	27091000	24486000	22759000	38250000	12587000	37138000	12316000	24827000	21339000	21088000	19983000	24894000	20597000	15182000	17814000	34526000	23102000	13106000	15099000	26650000	22918000	16300000	9711300	23761000	21466000	13512000	15832000	15197000	12721000	12503000	11140000	9688000	13041000	15586000	9692800	16213000	10643000	6957200	11121000	21149000	13500000	9080200	17527000	19361000	16701000
"IPI00216319"	11892000	9568600	8358300	18598000	15954000	9907600	10786000	7815800	33516000	5212700	8703800	7550500	10541000	6131600	11964000	18499000	13461000	10197000	4054500	20268000	5734200	10098000	10006000	14205000	9747500	2853600	13300000	8300700	6376800	12745000	10018000	13314000	7967000	13072000	12628000	9984000	4817600	11479000	5702700	8948400	13714000	9536900	7198100	15132000	3171000	11714000	19308000	10791000	10201000	9576500	13476000	2465400	9291200	13209000	4586000	5603300	17908000	8422800	10686000
"IPI00014587"	2061700	1894100	1932500	3232200	2746500	1732900	402530	1040900	12551000	1979200	2103600	4681800	2823600	1161900	2002700	2634400	1727400	2094900	2234800	1556000	1943800	5793200	4069000	4681700	2668000	1786400	1727100	736340	2010200	2757300	4219900	6958400	8115800	1855800	2838800	3333000	1621200	540910	2088400	3626600	1838400	1794100	3367300	3328000	3498300	1408600	4019000	6257500	5441000	1040100	2911300	1592700	1815200	1026100	6586500	1641500	1705200	1478100	2463600
"IPI00216951"	3384000	5618300	1989300	3578300	6488000	1629200	3020900	2949500	755670	3169000	5522400	6752200	8251900	6792000	3099400	4606800	7811600	3233600	1601400	10922000	2690800	3673300	3540500	3197800	1485700	321270	5082500	3385300	3692300	9369100	4217600	4903900	6942000	7345200	7613900	918670	7606700	8777100	5038600	2963400	3950500	3210600	3212700	5847500	3574700	3664100	3494200	2637600	3752600	4859700	1851400	2951300	4159700	9309100	9674700	2898700	9236400	713510	6200300
"IPI00217143"	4440600	6090000	8728700	3453500	4414200	5451000	11142000	20076000	12405000	6187500	4607000	20291000	8441900	2861700	5541400	26092	12245000	9424900	6497900	2494600	3692100	8133200	8227600	13273000	5221300	2553500	8121700	4827600	16058000	6150600	6705500	10257000	6788900	2222900	7351500	9216300	8431700	2409100	11011000	6133700	4428900	7972500	15019000	7410100	786090	10488000	5484900	8572100	6980900	7154100	17340000	3770800	9681000	1219100	5062900	9755600	10971000	10283000	8359800
"IPI00217519"	1889900	3802200	1576800	1754900	1092400	2092100	3942400	51583	69614	1987300	1197300	2198600	1261500	2184400	894590	859680	2227700	1848000	3194000	4267300	3387000	1649400	2102600	1058500	2035300	1038600	1457900	2127000	1223300	1248300	673500	1835500	1455300	1366000	2001200	1203400	3952000	880260	1008900	821910	2454200	1124800	4080900	1783300	1168800	3335700	742630	2111800	1464600	911650	2982200	2048200	1411000	2689900	1780000	2356400	1790700	1401200	1180200
"IPI00217563"	19474000	14896000	21769000	41169000	5677600	69915000	39980000	4407400	26212000	9747300	18521000	6444900	52302000	70447000	53512000	8256100	13020000	20258000	47355000	45983000	13232000	6798400	46858000	41448000	12789000	20435000	27735000	49829000	6445700	7051000	9187000	32782000	29728000	488500	5273500	42312000	36855000	1727500	21173000	19735000	70127000	43259000	90140000	9596400	10450000	45665000	5688400	113840000	39130000	152460	80673000	3880300	4556800	60830000	5808900	8399400	15447000	26656000	5717200
"IPI00217943"	18586000	29021000	16909000	26765000	9236300	22926000	24080000	2632500	1100900	15006000	20270000	22695000	14538000	17789000	19476000	19378000	18792000	25921000	15998000	19041000	21703000	22603000	23043000	19408000	21149000	7504400	30106000	25117000	10548000	16440000	12246000	20614000	7571800	8386000	23464000	15540000	13551000	8220800	14004000	10583000	18295000	16658000	10339000	16594000	25579000	16640000	10843000	15196000	18983000	9328100	13037000	18394000	17114000	22155000	4501400	9575000	16456000	14470000	13656000
"IPI00217952"	1493500	3882600	3033900	2884200	5389600	76775	6011200	4683200	5949600	2011300	10763000	3757200	5375400	791440	2490200	2557800	3335000	9511700	2856000	5956500	2723800	4340400	4168100	5526000	353050	2555100	2448100	2336400	2866300	19096000	5045400	2952700	3727200	1560500	3891400	5247300	7144800	4019000	4605500	2513200	4619200	9096100	1194300	2984600	620490	5160600	5909000	4905800	1903400	3487500	5867400	5188500	2704500	304630	5167900	2961600	3869000	3342600	4732600
"IPI00947127"	113210000	111740000	157060000	217210000	154440000	93075000	177240000	176450000	276540000	83836000	386470000	132830000	220850000	312230000	184130000	150650000	103010000	202320000	134350000	248450000	3970100	168010000	236940000	91760000	89613000	91588000	90912000	98516000	175070000	150580000	72873000	10446000	124310000	198460000	127050000	53206000	167680000	129400000	111140000	35634000	75395000	131130000	63970000	115890000	46261000	80935000	75392000	119640000	112580000	170970000	73755000	19064000	59926000	126520000	184970000	71697000	91818000	149460000	135820000
"IPI00217975"	26838000	16326000	7572500	3642600	6970100	3087300	657540	2476400	704240	1127500	2817600	1108800	3591900	8579000	5909000	210940	12325000	23620000	8158800	4221500	8150100	3414300	7522100	7032300	5106200	5353900	10776000	9604800	1734100	18523000	1097600	21465000	2661700	14914000	5665600	5008800	2454000	12252000	10167000	1607200	90753	2272900	5212700	9753600	1567000	6430500	14594000	1594900	16734000	10980000	15996000	9760500	29766000	282480	8463000	10557000	11372000	9782300	6695600
"IPI00642984"	10853000	15112000	13996000	8732500	5612200	17977000	8325300	21786000	8611400	7335000	17505000	20441000	11561000	9294800	7036500	18440000	12038000	40499000	25156000	25867000	13833000	17222000	13806000	9378400	22474000	20937000	19839000	17719000	15269000	6650400	14521000	33955000	14580000	673570	6422400	8443100	14749000	3204900	12382000	10340000	7322600	8299100	9901900	7623100	10426000	5912900	7612000	19397000	20206000	12252000	16166000	2939300	19362000	8750000	2904900	10949000	3206800	12704000	10590000
"IPI00218319"	94403000	52242000	64747000	55052000	86819000	68830000	18742000	4654200	6873500	64339000	135930000	77892000	94886000	71305000	53375000	97843000	81724000	72076000	38140000	157980000	90470000	105610000	52438000	128930000	65486000	70608000	56584000	81816000	38983000	58209000	68086000	89482000	94448000	79299000	77176000	70196000	64454000	75399000	137430000	59129000	57964000	102220000	62656000	52767000	49130000	74931000	70384000	115360000	86611000	93609000	82912000	4541000	63892000	50019000	47397000	47293000	90847000	81474000	45260000
"IPI00218342"	24684000	44252000	49089000	11461000	18824000	30998000	29405000	9224700	14185000	71651000	27637000	37918000	40563000	17079000	19566000	23947000	42654000	27390000	13804000	17814000	30707000	32677000	13125000	34295000	24145000	25080000	22558000	19234000	28015000	54343000	39297000	16805000	15746000	34457000	23051000	39247000	18246000	43298000	4489100	24507000	22213000	32846000	20593000	44171000	4990800	20603000	60184000	10432000	11168000	42679000	1915600	42134000	74820000	72681000	13468000	34715000	35837000	60670000	37761000
"IPI00218466"	2965400	6650000	2977100	11112000	1306000	8427700	1973400	6365100	7526400	1266800	3325800	8663300	2349900	4712200	3170500	5661500	9034400	4476300	10075000	6158700	4269800	3898000	3800700	2688500	4758300	3056100	3699300	6072500	15473000	7220300	10129000	9998600	3746100	3794100	3250800	2993600	2061100	1319000	2872900	1976800	2790900	1877200	3429300	1650500	2096100	1373000	2330400	3585300	12620000	9599500	9103500	837920	3704200	3939400	1951900	4471500	1789100	2148100	1170000
"IPI00218493"	7390700	4859200	13723000	1873500	14244000	5773500	10490000	11685000	1687100	2439800	11082000	2541600	9686100	10086000	6494900	3768900	4696900	6596000	2458600	10361000	9750300	3289800	4595900	6189800	3418500	5941900	2343100	3147200	5926500	4309500	2644000	9276800	5647100	16330000	8706600	6190900	6123000	14177000	13375000	2525100	6326100	3199700	3463300	6060500	913680	3587100	4477600	5085200	4142300	11130000	4262600	23117000	3772200	2751000	13106000	6945400	5943000	18933000	7027600
"IPI00218547"	36319000	30228000	19913000	23038000	5342700	28016000	8157600	9267900	20499000	13018000	18924000	15163000	11222000	8173900	18540000	26332000	10205000	20561000	19034000	16454000	22531000	8209200	32631000	8981900	21190000	15913000	28526000	53245000	12623000	14011000	16202000	26838000	22056000	5238000	22869000	11580000	33921000	9281800	3472500	11703000	15093000	7296500	23232000	14150000	8486900	18781000	27144000	41984000	23270000	12689000	14388000	15422000	15979000	11198000	8204100	22903000	8932500	22118000	23086000
"IPI00939163"	10624000	34036000	38150000	6497200	21112000	33306000	20197000	62111000	28886000	7921000	36843000	33945000	16715000	32268000	9599900	21263000	9796000	28283000	5512000	21615000	24864000	48682000	16316000	5490700	12199000	15298000	9150200	13617000	11403000	49020000	28693000	13406000	15656000	19285000	9708500	13456000	17553000	16662000	3124800	11067000	17422000	33984000	14928000	24750000	89234	14807000	22630000	12083000	13416000	20580000	4692700	24875000	23222000	20755000	6306300	31794000	29943000	46527000	27124000
"IPI00219005"	5934400	14444000	14527000	5418700	16345000	12586000	11137000	15846000	3517800	63148000	23013000	9877500	10272000	5786200	6521000	11235000	16581000	15644000	7218700	12983000	8004200	11627000	2601200	5814800	8686100	11901000	8228300	9369000	9761700	14585000	6095100	5186600	13177000	26379000	15960000	10770000	6561600	14978000	38617000	5528400	11851000	12089000	6366400	19464000	14008000	9576800	20055000	8550200	3660300	19347000	7172400	17600000	30440000	7159100	11999000	13839000	23010000	12986000	15593000
"IPI00219018"	179550000	332010000	193830000	170900000	193780000	143330000	196570000	198760000	250780000	186540000	749710000	421990000	307790000	569140000	426310000	374680000	322480000	262080000	287410000	395750000	300590000	277470000	163160000	257270000	217820000	354910000	299030000	221210000	309670000	349580000	183100000	135240000	259220000	462500000	162030000	91120000	338870000	692890000	582830000	517030000	373160000	378480000	243770000	374300000	399570000	469060000	260020000	253600000	205920000	375940000	291280000	293290000	2.67e+08	182790000	645630000	275650000	387350000	325610000	364300000
"IPI00219078"	14023000	34921000	27756000	15098000	14791000	19041000	30883000	43268000	28187000	37565000	2216300	34687000	20723000	23306000	20106000	23969000	37276000	27075000	53180000	9747300	24199000	49876000	22696000	29420000	37326000	11175000	19364000	21046000	61082000	34006000	61762000	19233000	4482000	7446400	20107000	51939000	19620000	6834500	17046000	50325000	17988000	12509000	26766000	17218000	13359000	28400000	24266000	16960000	2.4e+07	25136000	30147000	7011800	24231000	19299000	5622100	44645000	20248000	27951000	13962000
"IPI00219365"	43486000	18908000	107800000	53372000	89214000	79374000	58845000	84443000	82426000	28550000	147840000	128700000	154890000	169380000	90703000	8961000	62017000	26042000	71216000	100860000	97406000	31652000	95369000	73746000	23224000	75317000	48662000	75723000	65178000	16443000	51586000	82519000	186890000	260830000	32294000	73786000	151930000	123760000	39980000	61060000	76836000	72440000	51191000	40845000	5762000	42798000	38310000	82416000	97016000	51333000	80341000	95236000	7418900	12347000	72743000	46385000	67659000	134010000	49235000
"IPI00219420"	8506400	4599900	4485500	785660	3115900	3797900	2054300	142140	1233500	738120	1224700	485380	4642700	3199000	4315600	3999000	9157500	9914600	3613300	5182000	4999200	4313200	4106400	4616700	6643700	4995600	8193500	2355100	400360	5853800	3407900	3390700	821770	16293000	11045000	4463900	1666000	6895200	4838700	3575400	1310700	4365900	3527200	3226300	9835600	2707700	6997600	3470800	2386600	6277000	1700600	11096000	5611900	3798900	5361500	8453400	11036000	4911400	8886700
"IPI00219452"	55048000	6641100	593580	1299000	1614400	2510000	2106100	6646200	23371000	2076500	31346000	42562000	5644200	2116200	7753400	41722000	4631100	2661000	966820	8806100	14863000	14918000	3571200	2918500	1321800	9213500	717250	1346100	16206000	3437800	15625000	4415300	425550	3193200	3838700	78974	1991800	7498600	6610100	17394000	3743700	861210	4779800	6903200	2616300	1494500	4191600	4241800	1830800	9603500	875480	21021000	1060800	2225800	4631200	1812400	3204300	9162900	5261300
"IPI00219525"	17419000	9681400	6984500	3563800	25590000	18326000	7094200	54207000	8022600	10469000	11828000	9651200	7479700	2100200	22079000	10704000	5289300	9029000	12899000	9746100	10919000	4485900	11024000	9862700	11964000	4905500	11370000	7086500	6209000	15259000	6643800	10496000	6893900	33680000	13419000	23739000	17182000	14709000	5145300	3693000	7870000	11349000	6330400	7250100	47038000	5341000	11775000	9257900	7443300	1687500	5382500	15666000	5384900	12557000	12357000	25495000	9148000	10682000	12848000
"IPI00219622"	2876300	4951700	3914200	1269800	3884900	5305300	5029100	7003900	10295000	5220700	4723500	4329600	4586900	5819100	6026300	3126000	3592300	3787400	3342700	2834000	3317500	2225300	4131300	4654300	2841000	3098800	4483600	2774100	3829900	5548400	1328200	2595600	3895700	5643100	4541000	3327700	3961700	5095100	3404800	1968100	4347600	2254200	1415300	4585400	2380200	4745000	1455500	1379500	1143100	2434300	1789900	10875000	2856600	5753200	8932900	5876200	4541900	5616300	3814200
"IPI00219673"	3212900	10417000	14038000	4870700	4804400	3661000	10884000	1631900	10525000	3712200	7601200	6370800	3248500	2896100	8093800	10085000	3751800	13564000	8240600	2247800	3642200	5336300	4312800	5533700	8207900	6183300	7088000	17086000	5318100	8188800	5935300	7463500	3819800	3528700	7250200	5099300	6931700	1207700	3740400	10934000	5468500	6028500	14728000	3750600	1780900	9342200	1192100	12733000	3460700	2521900	7009600	4613800	5260800	6293200	2251200	6302900	1316200	15914000	6898800
"IPI00219678"	3113000	4456800	6041600	3590800	9706000	6560000	4632500	4668100	9844600	7283200	7582700	6423400	9725200	6499000	3876100	5700200	9697100	4169000	3066500	11695000	4487200	4692700	4563300	7804500	5900200	5259000	5397400	5377700	4336700	8254600	6727500	5551400	7452000	5123100	5622900	4778700	3261300	13648000	6452200	4799800	4852000	5435200	6476900	7048800	4600000	6387700	6021700	4977600	7049300	5610600	5449700	6158300	3711500	3626100	3359000	6640000	7567400	8432900	5227200
"IPI00219729"	10880000	7633500	5718200	12457000	3814600	9420900	14097000	14425000	17475000	6368700	23099000	39637000	5855100	5473700	3684200	6572900	8634800	3122400	6782600	2680300	12692000	11014000	10948000	7253000	6094800	3329100	7567300	9450700	11256000	2651100	11563000	16743000	2051900	2459900	5245100	13145000	4710700	10281000	5183300	13651000	5028800	3066900	9544600	3523300	9936300	6014300	13489000	3547300	2531800	3395300	8900600	746500	9620300	8186100	7685500	9871800	4149400	7722000	6725600
"IPI00219913"	3827200	4776100	4946000	2169300	7877100	2997100	5966400	10402000	2467600	2180600	4356100	2925200	5086000	2483000	1935000	7845900	4901400	6722600	4266700	3804900	5864500	3509600	3572900	3341000	6058600	2897700	2935000	1303100	1608900	1785600	2222200	3683300	4115100	8044200	4224900	554560	2013300	3995700	7031000	1847800	2869700	3686900	3027900	2738400	1277100	1743900	4370300	4310300	1188800	5914300	4328600	4493200	3500400	3401700	4802200	2917200	5195400	6791700	3579100
"IPI00219953"	4349200	8387300	4475100	3817300	6946000	3468800	5748500	10882000	2337900	1055100	3130000	3617000	4176300	1333800	3858500	5073500	1765900	3709900	2351900	5480600	7412400	2659000	3734100	3496000	1239500	944820	1333900	1715900	3327700	8461800	2986200	2193800	116910	2288400	3622300	3626500	3383400	3367000	2585700	1587800	1939300	10531000	2135200	3630800	1732100	2154500	2741700	2627700	4351300	4308300	2029600	8503400	1258600	2348800	7285700	1793800	5004100	6044200	2079600
"IPI00375144"	7518700	5642000	4721600	3263800	6225600	5644800	1669800	4890400	3837100	1608100	1398200	3639100	4602300	3601000	3298100	4355200	4233500	6276000	7215900	4992700	5853900	5628900	4395600	2985300	4011500	5778300	4033200	6687700	4943800	3557500	7640300	9177800	6500300	1808600	3235800	5648200	1096500	4980800	6076400	4033200	2572500	2958100	6307000	1026100	776480	4745000	4456700	4407300	4582300	4341600	5128700	2373300	4543800	4199900	1128800	6706300	3382100	4826100	5946600
"IPI00220301"	37691000	32294000	116910000	23692000	96326000	25617000	44100000	37241000	17258000	47256000	42626000	42973000	53101000	27651000	27607000	24220000	27617000	25448000	51481000	60694000	51544000	32827000	27785000	30211000	20182000	35827000	31084000	27025000	39455000	23594000	16929000	19801000	15445000	21458000	29261000	25853000	68468000	33780000	61979000	31240000	40919000	44729000	29009000	70292000	41075000	33177000	33819000	30113000	18388000	45802000	33921000	67921000	27176000	19659000	31756000	69719000	28436000	170500000	20942000
"IPI00514587"	4213900	2974700	5389400	3266300	14317000	11150000	5082800	2363400	2360900	2562300	1803000	2856600	11729000	2697500	2217200	6500900	3275500	2856700	2780900	8118600	4754700	1832200	4349800	2769800	847880	6284500	166150	2272000	2348200	3813200	3955100	2128400	3004500	2558200	3743100	290320	2619000	4271300	2922600	1587800	3171000	3632200	3105100	4642700	386640	2691200	6205600	2785000	4415700	2948000	3045800	7793200	3372100	1458200	6907500	1931000	9271200	7319100	3681900
"IPI00220642"	24460000	15932000	20209000	20161000	36268000	16044000	9268100	14067000	2257100	14949000	23045000	16526000	13341000	14987000	11308000	27827000	12834000	29772000	21517000	50613000	13254000	19920000	13999000	19350000	28103000	24550000	17076000	10064000	23261000	16896000	24109000	24052000	16389000	26575000	28800000	28559000	44204000	19271000	23488000	25010000	33389000	24741000	19937000	20164000	4057300	28468000	26093000	26524000	21287000	33395000	38651000	1461400	21919000	21372000	8039700	15860000	13072000	22990000	27682000
"IPI00220739"	7645800	6405900	12442000	12118000	4517800	10290000	4369000	1182800	259950	3284000	9908000	14331000	6485200	15325000	13036000	5964200	11403000	9193300	21183000	10041000	24100000	5082600	12442000	5016400	33456000	6440400	14975000	32855000	11512000	6979400	7884300	27454000	4671000	448000	13262000	15105000	19389000	2924800	8620900	4242900	4852100	5051400	8976700	5020800	10199000	7977800	6412800	8563500	27718000	1645700	24376000	3050500	9432600	6488700	3107900	23873000	6207700	15284000	9359900
"IPI00220766"	69305000	11928000	13828000	13689000	24149000	14851000	5437600	5063700	3596700	15209000	14940000	11272000	32067000	19688000	3463300	10342000	7825300	10124000	3542100	10940000	11203000	15976000	8616100	14829000	7621200	4773500	8396800	8589000	6041000	60585000	7142100	13301000	660430	12323000	7770300	9519600	8263700	12814000	23400000	10555000	11781000	15286000	7344100	24437000	8852100	7364000	17263000	10706000	14054000	8910200	8870000	21813000	13507000	9456800	5199400	7871900	18768000	14141000	6313800
"IPI00220834"	59439000	27302000	36784000	48795000	32033000	24278000	33470000	41023000	68371000	38480000	48177000	79344000	33022000	32659000	58429000	92619000	56087000	50644000	33940000	44994000	52204000	56647000	51955000	42362000	54018000	86241000	52159000	61399000	46875000	24852000	48410000	38465000	40160000	26963000	30617000	43395000	28567000	41207000	12939000	66450000	50612000	39072000	58222000	81211000	91400000	65950000	53098000	39706000	43473000	12817000	48416000	62606000	48557000	76397000	48284000	58279000	49909000	43803000	36027000
