"LC.H522"	"CO.HCC2998"	"RE.SN12C"	"BR.HS578T"	"LE.K562"	"BR.BT549"	"LC.EKVX"	"LC.HOP62"	"ME.SKMEL28"	"BR.T47D"	"ME.MDAMB435"	"LE.SR"	"BR.MDAMB231"	"ME.LOXIMVI"	"CNS.SNB75"	"ME.M14"	"OV.ADRRES"	"CO.HT29"	"LC.H226"	"RE.RXF393"	"CNS.U251"	"ME.SKMEL5"	"OV.SKOV3"	"PR.DU145"	"OV.OVCAR3"	"OV.IGROV1"	"ME.SKMEL2"	"OV.OVCAR4"	"ME.UACC62"	"CO.COLO205"	"ME.UACC257"	"CNS.SNB19"	"RE.7860"	"LE.HL60"	"CO.SW620"	"LC.A549"	"RE.A498"	"LE.CCRFCEM"	"LC.H23"	"ME.MALME3M"	"RE.UO31"	"RE.TK10"	"LC.HOP92"	"CO.HCT116"	"LC.H322M"	"RE.ACHN"	"CO.HCT15"	"RE.CAKI1"	"CNS.SF539"	"LE.RPMI8226"	"CNS.SF295"	"LE.MOLT4"	"BR.MCF7"	"OV.OVCAR5"	"CNS.SF268"	"LC.H460"	"OV.OVCAR8"	"PR.PC3"	"CO.KM12"
"IPI00016207"	362410	113820	0	0	0	0	0	5241900	1179800	93629	178540	529020	225190	1035600	191870	336870	260880	87278	0	0	0	247240	0	761160	983650	0	382130	727560	1070700	0	252760	0	0	0	0	260050	484760	196150	198260	415720	226620	348160	253070	321680	116020	1200100	237160	0	0	250530	0	197830	539380	264390	0	844620	169110	0	239570
"IPI00016249"	3856200	2121700	1848600	1626400	2008900	1779400	653980	520090	985070	2649500	3999000	2544600	2649100	2093300	1485800	2752900	3108700	1364400	1346900	1107600	2269800	2296100	1252700	1652800	336100	817750	1868100	944610	3016300	75158	2604800	3452600	2690300	208550	2639800	1713900	833180	2330700	5419600	1338900	1822700	689100	2007000	2858100	812000	1916100	2886000	813890	3542800	1422600	3287400	1422600	1281400	0	3142300	1966000	2534600	1392200	2505100
"IPI00016250"	35751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655650	0	0	0	0	0	49665	0	29204	0	0	0	0	190690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62232	0	0	0	0	0	0	0	0	26378	0	108020	184850	0	0	415430
"IPI00016255"	509510	1989000	0	0	0	0	585760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275250	0	0	538600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258960	0	0	0	0	0	0	582060	0	0	0	0	0
"IPI00016287"	386060	977480	58847	0	0	0	195340	212950	1416300	0	0	0	0	0	0	0	18759	46298	58483	0	0	247720	999680	0	139210	820150	100270	1378800	615750	0	72809	0	0	0	490830	212200	69624	0	1785000	1595700	591950	716330	0	132600	0	0	0	780580	0	61356	0	154010	1807000	0	0	0	0	519300	362360
"IPI00016334"	0	0	0	9793000	1152000	1110000	1069000	6157500	43182000	0	648280	32626000	2535300	0	12521000	15122	10528000	0	0	8639800	8673900	7613400	0	0	923110	19451000	0	7359900	8650000	0	30041000	1630900	2378300	0	285790	0	0	0	400790	21572000	26005000	4262700	18776000	286460	0	5477200	0	5014400	14138000	948500	607380	0	0	133800	10558000	11057000	9191800	0	63350
"IPI00016339"	19548000	20026000	1543700	16544000	8725500	9967600	19615000	3096200	15637000	23086000	27176000	25503000	16409000	18086000	9354900	25109000	12074000	11883000	22611000	10565000	19997000	18529000	15253000	6898300	7993500	19896000	14947000	14055000	13019000	9748300	15323000	17016000	10899000	9660000	11678000	18165000	14293000	7963400	9849600	28703000	15022000	11170000	10627000	10628000	11122000	20716000	6017100	18124000	8471600	4188300	25957000	15683000	17123000	11532000	9171800	11616000	8627000	3155200	7373100
"IPI00016342"	19394000	26613000	21041000	38951000	15721000	38059000	40245000	50544000	106900000	18071000	66883000	89737000	15864000	41397000	26565000	52912000	26255000	29580000	33837000	27972000	19920000	34078000	37064000	24966000	58219000	48986000	19637000	44309000	61554000	26319000	41426000	24720000	15175000	28202000	23150000	11606000	18665000	23118000	24115000	71615000	23185000	37825000	26346000	26421000	31873000	34009000	24377000	20300000	32535000	16700000	22611000	36518000	21253000	27184000	10611000	26436000	31736000	21279000	21141000
"IPI00016346"	547750	756380	532250	628570	458620	815520	360430	1120600	1241700	708330	578660	258530	390090	203800	487180	515600	806800	467880	409850	720480	904360	837240	1424700	866770	565850	989980	594760	357160	299690	672580	405410	412320	0	234230	1280100	829530	0	2053600	423500	682380	866980	1738500	0	861550	212330	604720	1063800	646950	1084500	520740	327140	0	248980	1981800	801350	157370	1529500	991220	975450
"IPI00016353"	0	0	41713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00016371"	374570	0	0	1071100	535380	0	1592800	0	0	0	0	301510	163840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713190	0	3018700	1133300	0	0	0	2212300	0	0
"IPI00016372"	902550	157580	1006300	0	230470	697980	352650	202780	64101	146930	688450	1058200	416570	0	552220	1039600	354050	0	575000	551020	882670	1155300	1275000	172880	0	0	1136900	904620	820990	382660	432340	1463000	0	0	660360	656700	421720	0	497370	1070700	550050	1912500	272690	362050	494280	954860	315720	1804400	108640	658780	0	607370	165090	671370	620020	791980	529840	722970	508090
"IPI00016373"	2739300	225670	701940	1322200	929860	851170	1649300	1788200	1153700	1629300	1391600	2062300	557810	1105400	601160	552210	1023500	769840	409370	1274400	1911700	1902000	652910	2660100	1619000	1177800	1304900	3900100	1532100	1166600	1811900	2452400	286340	0	1058600	1211200	1677800	202340	1631900	1838000	1109000	1929300	791740	1281400	0	973010	396030	2120400	1303500	0	1120600	0	1543200	329740	1074800	1873200	851860	442940	714840
"IPI00016377"	0	0	0	0	0	0	0	0	0	0	770480	0	0	0	0	0	0	0	801340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00016381"	221190	191830	811980	2033600	9101800	2443600	3498600	140920	6552900	974730	8948900	31083000	1590100	745690	801840	7152400	260350	367230	2378600	2435000	1603500	3805900	867660	1210400	358920	1448000	351600	2495700	1761700	771070	11298000	1863200	0	4795600	174250	2796900	2833100	2333300	390850	27051000	960840	464940	2528100	223660	2917400	450080	465680	1107700	2643100	1988800	2936800	932340	1646600	1734300	941240	1973400	167790	1344100	95074
"IPI00016387"	0	42175	146370	0	508810	0	77161	0	394200	0	0	0	0	0	0	39146	156050	78937	99680	0	0	0	0	149490	0	0	219130	0	148790	0	177490	132040	0	0	706700	0	0	345500	202460	0	0	0	0	0	0	0	0	0	0	107380	244120	579610	184460	0	0	192640	89929	96503	528100
"IPI00954530"	2526600	2121400	2175500	2096500	2518400	2027600	4021700	6646500	3791100	1764200	646710	3945800	1541700	1221400	1012000	699320	2373200	1744300	1798300	592020	2634700	2877800	3004300	2307000	4957200	2051100	2049300	1328300	2423600	1223400	3716200	4963500	2448900	826760	2048600	3246900	1515500	1052000	3378100	2836500	1828600	2365300	1218000	1733200	11330000	1971800	3172700	1870100	1754800	550780	4421900	0	2755500	3791800	860380	1925200	921810	1901800	1720600
"IPI00016418"	0	742260	0	325030	0	0	299160	354470	439510	0	2371900	388580	144510	0	0	2719400	0	2925500	201480	331060	81373	1043700	444660	0	0	310760	0	0	1580600	16701	546650	2000400	400210	157760	58904	237010	290070	0	0	0	0	0	0	88942	449070	0	138960	1124700	0	0	225660	0	0	979610	39456	0	0	0	189960
"IPI00016443"	0	0	0	0	50925	244830	504600	1533500	914700	2885000	0	0	524440	0	363640	0	95065	155120	489550	0	0	0	0	546370	0	0	0	130990	142170	309650	0	0	0	0	0	0	463110	129000	438930	359660	210440	675270	945870	0	545050	862790	0	0	0	0	0	0	1367400	0	0	309750	487100	514250	1268700
"IPI00016447"	149640	0	228450	0	0	0	313830	352620	0	291090	282010	302090	335050	317550	0	468450	123960	245940	158610	157160	204470	393260	119150	191040	163050	0	0	194370	136570	153420	334460	0	0	155670	143440	191620	246510	252390	229330	247350	240170	251410	143380	0	0	359040	241380	0	175050	140050	509880	502680	301080	212070	1095200	203930	217920	162400	247230
"IPI00016457"	2421300	500970	0	113720	0	1525200	873280	450330	132680	1627400	0	96857	742020	0	876990	0	487180	1996200	539190	294310	1405300	398700	1314100	998060	0	155360	0	0	214450	36270	41984	1444600	0	0	519080	1229100	1613000	0	273520	556010	253000	1919700	2363200	0	0	0	1786100	1068100	678640	0	625580	0	0	0	1042900	881360	0	0	753220
"IPI00016458"	363440	1016700	0	0	0	228580	381780	459340	1054000	530920	127590	376160	140960	0	146260	61507	661740	172830	155460	0	339350	395230	1184700	1115600	124940	475790	307880	859130	278080	104610	127460	138420	0	0	83170	66736	0	76394	652820	694640	0	245330	518250	417850	412070	0	0	124280	73419	0	144110	220240	1518900	804280	0	456460	222850	407600	427930
"IPI00016467"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145300	0	0	0	0	0	0	0
"IPI00016480"	2504900	0	2680000	0	1238000	0	9497400	0	0	4910400	0	0	0	0	0	0	0	0	0	0	307550	0	48877	0	0	633740	0	0	0	0	0	0	0	0	0	1095300	0	0	2174200	0	0	0	0	3636200	0	0	2005400	0	0	2563700	0	0	0	0	0	0	0	0	0
"IPI00016481"	87663	0	0	0	158560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336680	0	0	0	0	0	103970	110630	0	117760	0	118910	0	0	0	168920	0	239580	113330	0	229830	0	112980	114010	127110
"IPI00016513"	6396100	12533000	10201000	14325000	13557000	10214000	8095400	6748700	6011800	4374800	10380000	15851000	12010000	14406000	9899200	6202600	9764100	8234800	12936000	7819100	15686000	10535000	24448000	13912000	12478000	1230200	10027000	14427000	8275800	18342000	19352000	10716000	3422400	6907100	11914000	32961000	14250000	7125100	9545900	10637000	8211600	13927000	7830200	8551300	32908000	14451000	5648200	8668200	19574000	6878700	13620000	10598000	9007600	12504000	4736500	21216000	11251000	5897300	9242500
"IPI00016532"	238240	147180	0	0	0	25270	109050	197060	0	0	0	0	0	0	0	0	76768	27805	0	50727	0	147830	98948	0	0	97108	0	0	0	0	0	0	0	0	0	0	0	391130	200070	0	0	0	0	147780	0	0	126270	59889	0	0	0	1209300	89709	0	157130	58658	0	132240	171950
"IPI00016559"	89301	93135	283960	0	513320	186940	0	0	0	182220	0	59635	116420	78437	0	106250	233260	176340	63587	235760	248400	0	103660	270190	163790	294160	95037	61397	85483	0	97389	185100	65695	161220	309600	339170	0	0	0	0	0	0	0	158310	0	107790	70602	142340	166250	118490	213770	0	116120	165730	250270	129740	233390	190050	165080
"IPI00016560"	0	0	0	0	110640	0	0	112560	0	159850	186030	75904	163420	273220	0	0	0	0	0	117180	0	0	168980	117830	0	123810	0	0	0	0	0	0	0	0	0	0	0	0	102340	0	0	0	0	404700	0	85734	0	0	0	0	0	0	0	0	298420	0	0	0	0
"IPI00016568"	2154700	0	7597500	7862500	1818500	8700800	0	748990	11244000	2105300	2901400	3248900	3185000	0	4200000	613790	2133800	3514300	2589400	25644000	2369700	710620	6889400	3900500	8596000	0	3615000	15446000	9621900	0	2695700	7116300	18818000	420970	128790	1928600	2396800	0	2437500	675340	2765200	9061900	7814200	1986900	1314600	3029500	2518000	5519100	8178700	0	0	0	4165400	3105000	4536300	3128800	1303500	7617600	1111600
"IPI00016572"	2032200	1519700	379910	0	591150	670920	1175500	3632500	1339700	406360	821950	677790	846060	729920	3219100	1312900	998360	1289600	407440	0	3319800	897230	647960	926370	140130	0	0	205880	463480	233470	0	0	0	652160	0	466640	658220	855850	0	749530	643990	1169000	826950	1768100	356290	1011000	3783200	51048	399280	1142400	1279600	0	0	0	1600400	1817500	597600	0	717760
"IPI00016576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124440	0	0	0	0	0	0
"IPI00016597"	0	270180	215090	88934	199490	150420	391640	325090	0	142750	407090	355760	327420	372260	0	438150	127550	467830	353410	0	221470	318710	308300	179110	0	288700	460920	0	379150	254600	48419	244950	0	132020	121850	0	329710	221410	189900	781790	159720	132890	0	0	143800	261730	0	0	0	466960	0	417130	295240	818510	0	0	0	399130	164860
"IPI00016605"	726110	608270	802590	740720	1776000	564400	370790	1411700	0	232760	278600	740990	663650	214970	771940	1218100	6e+05	800190	305840	843130	246180	477510	848120	1331100	567750	0	0	178900	649590	622770	0	177470	0	0	711380	546610	465520	1292300	652680	383580	508410	2179700	197220	879610	490720	1148100	0	0	431250	1010700	0	1395800	135940	166460	1427400	0	985120	950960	742110
"IPI00016608"	2123400	6631700	1132100	1408900	253670	951810	3230300	3356000	1117300	712820	348760	979640	1410600	952010	3188800	2134100	3472800	3094400	6864700	2200400	3028600	2834700	3168600	3071700	2825500	3325800	3416000	1740100	1403000	1036700	900110	746950	0	288470	342460	472420	1647200	933260	2442600	2220700	881500	1540500	2642900	1147700	2169800	771600	608760	926480	3296200	1115000	1449400	225400	1318900	1359900	1272600	1269900	1082400	1737700	692420
"IPI00016610"	20172000	17812000	13794000	8011700	26471000	12553000	35823000	29616000	6413700	30866000	47398000	35789000	30035000	35837000	16147000	12025000	8171400	17053000	7976800	16579000	11128000	27708000	13769000	16521000	14366000	17383000	20064000	14188000	16218000	40369000	19169000	14289000	1398000	60251000	26807000	23317000	10553000	38995000	21753000	22061000	14961000	15817000	9680300	17116000	20879000	19222000	22609000	10889000	10087000	49790000	17475000	28644000	21319000	18245000	17643000	19018000	26075000	12639000	31036000
"IPI00016613"	3460500	2317000	0	1614200	1503100	2282300	4893500	10796000	5559900	2043500	3295600	4692300	3573000	6638100	2105600	2307300	2451000	2535600	1990200	2502000	2118200	2163600	3135500	4548000	0	788340	182730	2850000	1906300	1466200	2336600	1258700	0	2212200	2319900	435650	1012500	3562500	1415500	2470400	1963500	1761200	1617900	1266900	0	2467900	2267300	1702300	1424300	2748300	0	4399500	2544600	894760	2966300	1452700	2171500	1613700	2307600
"IPI00016620"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52615	0	0	0	0	0	0	48444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00016626"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00016634"	453140	0	0	0	0	0	91035	357270	0	295010	114840	266530	145840	181500	383640	198710	277750	94843	0	119720	86411	106510	150210	159850	0	0	0	96426	225930	207050	0	0	0	81300	0	0	0	243200	149600	169040	76929	0	0	41821	0	56609	0	0	0	0	62623	223060	173520	73639	371280	0	45791	77339	126760
"IPI00016637"	203660	337090	0	0	0	0	99539	511270	332680	114250	0	76638	0	99270	0	0	119020	0	203030	0	0	117240	85025	0	0	351410	118380	0	285930	0	42264	0	0	0	104770	199730	0	0	0	638050	171990	94864	121330	288340	0	0	0	221770	0	0	0	0	184940	0	0	436780	70919	262760	112310
"IPI00016639"	164550	167220	242310	0	187690	0	0	0	0	752580	0	0	263810	0	155680	0	340120	427570	98482	213610	423820	0	0	731710	221300	0	675490	562320	56537	218190	0	0	231830	99114	0	325560	0	172490	363350	0	796610	359260	270610	0	0	632270	299960	540990	112980	364890	0	414030	754020	0	721810	130870	239900	0	218020
"IPI00016645"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34037	0	0	0	0	0	0	0	0	0	0	0	223320	0	0	0	0	0	0	0	0	0	0	0
"IPI00016669"	669430	2234200	2306700	1105100	1794200	2607200	1244800	1132800	0	398430	1719400	972070	3929200	2235200	1781400	3822900	3319300	3283300	1034300	813450	2684500	2384800	395750	2978500	301430	0	283200	1694200	1099100	753990	563020	4193000	0	1612100	1374700	1253400	4690600	1556000	1660500	4432000	2411100	2941700	3771800	1157800	0	4305500	185630	1178800	1859000	1444100	2418200	2728200	753000	649830	953060	1365900	4594000	981390	958740
"IPI00016670"	1300400	439810	1507400	242860	2103900	2654300	4312700	5678000	6148000	1176800	1910100	2034700	603480	425820	1167500	2057400	822610	1027800	1669000	0	1016000	710850	2508400	907350	3942900	0	1737800	1461900	1398200	975570	813570	295890	0	924470	205470	333720	1958700	667550	1527600	1845700	1847600	2525200	2464100	1689400	3813000	1666900	1574700	669640	355070	426870	0	2808400	1861100	1289600	2127200	1470400	1222200	1361100	1262600
"IPI00016676"	4399900	3692200	1904100	3185900	4230200	4324000	1039500	2473200	3045100	2217000	4090700	3873900	3742000	4698900	714320	3535300	3505600	2188100	2206400	915930	2675100	5331600	4365100	2957200	4105400	145280	5100500	5325400	3085000	2051900	8683100	6239900	1358300	978030	1580900	5532300	1946300	1737000	1652400	427630	715840	2071700	3340700	5258400	2644500	2551200	2292700	0	1047600	2025200	7422700	1843200	2130000	3878400	0	1897400	1176100	1588100	3524200
"IPI00016702"	407860	506390	516890	0	0	64401	114910	0	0	1077400	0	0	0	0	810450	244110	181760	578760	58787	303330	809040	64895	237490	502920	532350	509100	0	0	0	402040	99445	581330	101510	0	64736	0	0	338220	275420	0	268110	70923	0	0	0	0	0	69581	0	337530	432190	227730	185330	0	674010	0	216230	0	255230
"IPI00016703"	422980	2021200	431170	1858800	414090	2877400	550420	0	0	3642800	0	557380	0	116570	9751000	2158900	1865800	3159900	2101400	2289500	5086300	94411	0	1540300	575500	63957	1535700	8915000	266640	2071300	2534000	6528100	2715700	7040400	1496000	91083	2668300	445030	53837	3358500	2545900	3401300	133080	0	314770	7880600	1302700	2248300	7401800	0	882560	1161700	1165400	2120400	511490	244190	2819800	1043100	321620
"IPI00016708"	0	0	0	0	0	0	0	0	0	0	139380	0	42935	43723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87048	0	0	0	0
"IPI00016725"	218270	183890	821270	0	0	116540	0	369430	505200	237590	0	0	0	0	0	247820	441670	165790	0	142100	0	146440	123650	0	336470	152620	0	0	0	0	0	678440	0	0	0	0	259770	0	0	210240	0	158560	0	0	369810	0	0	0	233720	390710	0	0	162050	0	484870	260920	475800	211200	0
"IPI00016726"	0	103520	0	0	74557	105520	121320	0	0	0	0	0	191340	0	0	0	0	0	59369	0	0	0	0	96120	0	0	0	0	0	107160	0	0	0	0	0	0	0	0	0	0	177220	0	105440	175870	0	0	0	0	0	0	0	0	0	0	0	0	132800	0	71932
"IPI00016745"	0	0	58175	0	0	0	0	0	0	87264	0	0	0	0	0	0	0	0	0	0	197090	0	0	0	0	185790	74114	0	136460	0	0	0	0	0	0	0	110230	82847	0	193900	0	0	199530	469400	0	0	0	419700	0	445150	0	0	0	0	0	0	0	403890	47824
"IPI00016746"	0	0	212370	185360	321360	140790	0	0	0	0	314400	0	150580	0	0	483730	69937	0	0	0	236400	198380	132370	118360	122970	0	77827	0	0	82845	0	430650	0	227560	0	94749	0	404450	165650	82214	156210	110660	42941	191230	0	196510	190640	163380	154520	357230	382310	191070	52153	67045	107960	127840	251420	151360	696400
"IPI00016759"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00016763"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73885	0	0	0	70360	0	0	0	0	0	0	0	0	113040	0	0	0	0	0	0	0	0	0	0	0	0	207030	0	0	0
"IPI00909484"	13368000	12613000	10959000	5532700	12506000	6700900	30782000	33749000	14899000	13953000	22201000	12213000	30845000	17458000	15159000	13215000	11639000	8731800	6915200	14830000	13422000	6792600	18891000	10076000	15501000	22445000	11371000	37177000	12215000	19806000	26191000	51656000	132440	15299000	10826000	14027000	14755000	19136000	13149000	13871000	19889000	24936000	24492000	9231000	15066000	22828000	9457700	34645000	23229000	15155000	54048000	12041000	16766000	21137000	21351000	11013000	19594000	15359000	16786000
"IPI00016801"	17557000	9726600	9880000	13068000	5946700	11736000	15115000	21263000	9083000	7463000	6977900	11525000	14895000	9841600	4193800	9458100	8617500	11796000	15558000	13739000	8677700	9595200	14266000	4924300	23455000	9675500	20414000	29593000	9065100	7006400	10300000	18022000	15319000	14566000	7010600	7059500	12061000	10210000	7904200	11323000	13187000	22730000	24324000	10283000	23189000	15137000	6757100	31797000	9939200	7320500	11397000	7696900	6933200	15157000	5006200	9208100	8757500	14407000	9553600
"IPI00016802"	351460	0	279490	0	91828	146340	0	290530	0	0	0	0	0	0	0	39603	0	0	0	0	110930	0	76441	190550	0	0	0	0	0	0	0	0	0	0	112540	143780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112930	42648	0	0	305690	74022	856740	159110
"IPI00016807"	3153800	0	0	0	0	0	0	0	0	0	0	144360	0	0	0	0	224580	0	0	0	0	0	637750	87427	216990	259470	0	268850	0	0	639690	0	0	0	0	345950	0	0	0	402440	316000	182800	0	0	918660	172260	0	311270	0	0	0	0	626040	461340	0	0	0	0	0
"IPI00795705"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00472442"	3995000	3261800	5616200	3395900	4915200	4268600	231150	1353600	893440	4328900	4601000	6152400	5570700	3640700	1529200	5037200	4314900	5486300	5294700	4319000	4136300	4388000	4710600	5560100	5425700	3773800	3761000	3213500	2878700	2935100	4110000	4736800	4638000	4833000	6019000	4776600	2903800	3952800	2537400	1723100	4603100	4788600	2090400	4879700	2234100	3329000	6658200	4966400	4428500	4813800	4737000	0	1951800	6326700	6825800	4638200	5915500	7343800	5499800
"IPI00016839"	238540	161690	0	104650	177390	0	0	212690	605750	0	0	223210	139220	122550	77608	111610	0	0	460580	70234	79778	100260	0	0	0	163740	0	0	191960	0	159440	0	0	0	0	0	0	0	0	218460	0	0	144610	77011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79236
"IPI00016862"	3277500	3645700	2133700	1204200	4612900	989760	1575000	1926000	1109100	323750	1481400	712470	447050	390400	2290300	1429600	1401300	3332800	2073800	747830	2237600	6826900	3577400	6319300	2343200	2697600	4331500	2105600	1425300	6651800	1649200	2346900	919130	3171800	2511100	5224300	3232200	2241100	1335400	2682200	2377300	2551400	1095700	4454100	9798800	1208400	3503500	3339500	1894400	2988500	3375800	4002400	3156000	2668600	1330200	10750000	2682400	3109700	2614800
"IPI00016868"	33765	419170	372280	0	360010	0	42529	50348	117280	360270	0	0	0	0	142950	648490	947950	446220	0	64718	97874	521750	281130	0	0	293820	250050	894970	68684	395540	366200	0	169700	0	0	67660	133070	127630	0	321850	184230	144720	0	689270	0	270760	407970	0	0	561150	0	1065700	641150	445580	0	0	1330700	465990	242240
"IPI00016891"	629770	97151	0	0	0	175820	37033	0	55807	362920	1276700	530660	0	0	146150	760900	709020	0	393310	511600	175990	2037400	338710	266880	4411500	250810	877890	0	672900	0	0	256140	0	0	0	0	369940	0	373240	0	0	0	201630	154270	0	0	0	0	573790	0	0	0	0	190040	137260	0	253930	0	0
"IPI00016910"	4377300	4382700	6867600	6524700	6059400	5313200	2884300	511630	5759000	5254300	14109000	7200200	8658900	11321000	3593100	6478300	4297600	4871900	5738300	6885300	7444900	8307500	3621100	6269800	5925600	5509900	4310400	7991400	7728900	4119800	8344100	6731800	8804200	9928000	4185600	6121100	6389100	6698000	8003900	3021500	7327100	5031900	3181100	4843900	0	9331700	8498600	4902500	4724300	11555000	11172000	4786300	10480000	7866700	8102900	7206800	8033800	8804600	9343700
"IPI00016912"	381010	281160	270730	0	1188000	663310	741850	1880700	1394600	1483300	1632200	840840	1034600	717310	321280	571690	477980	280790	726340	635280	862640	777750	477500	822650	324890	1208900	0	873770	423630	281830	493040	742250	156230	2037700	699750	0	392820	772280	487280	145810	542300	94893	124140	398330	107130	308670	500230	318840	0	1210000	375570	1451600	542800	524200	517220	301930	2403800	827100	401890
"IPI00016915"	0	0	0	7982400	0	1062300	0	0	0	0	0	0	783480	0	5030000	0	0	0	1464500	0	952450	0	1490800	0	0	347940	0	784550	0	0	0	18635000	0	0	0	0	183940	0	0	0	2410100	1406500	0	0	0	575710	0	2504900	3866400	0	0	0	0	0	1044100	0	0	0	0
"IPI00016925"	687790	411570	216170	253380	0	76049	1496300	6565500	1320100	108210	1141900	536210	807620	433970	494970	1151500	387230	151670	312350	773120	929560	741070	256200	436300	861800	1494800	801470	331350	303450	220720	723150	0	0	0	511330	377990	614960	1566600	333660	478440	446060	374790	69702	1021300	16779	754460	723940	733620	326870	563270	702890	0	1003100	0	939720	151190	184980	425830	465840
"IPI00016932"	1611000	103720	699060	0	331170	1173300	728970	0	78335	0	1014200	0	173280	0	715860	1007000	1085500	0	54470	228170	623650	4552600	359760	0	206200	315690	256960	114490	741540	202930	1301600	972120	0	2957400	0	226440	0	492410	1479800	0	678110	601550	0	332690	0	279550	454870	543790	94397	0	236840	310190	1134700	297140	991140	162550	1368300	0	230220
"IPI00016956"	0	0	88415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00016968"	167090	169530	0	0	0	520490	431910	0	0	407810	425750	671000	0	152340	172890	0	933480	784370	110540	0	0	178450	1380300	1020200	0	0	0	598060	1922000	229080	0	0	0	0	0	127460	496240	349850	637280	293320	243030	404950	1248000	982610	323010	653290	0	0	730770	0	882580	0	556840	0	442940	1131800	1080200	757220	326090
"IPI00017095"	0	17058	0	0	0	0	0	0	0	0	0	0	0	0	43949	0	0	24111	0	0	0	0	0	0	0	0	0	0	50423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00017160"	668100	573380	560680	0	822930	750320	811400	2066500	2758100	757670	1085800	380200	1056900	1004800	1127900	542380	676280	357940	561030	1728100	768120	370860	389210	578700	2498600	1551900	831960	303910	682810	754910	1520600	1277900	1271800	1995000	1147000	522800	330020	2391200	1009800	327690	689600	109760	91700	1652000	0	469080	217700	788150	305110	974510	1132200	1339400	421740	232330	417630	232820	963110	997320	1266400
"IPI00017184"	1823100	2023800	6620800	6623500	4394600	6914100	15811000	15486000	879780	13376000	4634200	2136800	19990000	5082500	3409600	3057600	19242000	4489200	6830900	4063700	4114300	706420	4593200	6571000	798560	1982200	4087200	2971500	889070	2408500	2585800	3227400	6062500	2000200	3042300	3565600	3467100	2984300	521270	1034200	15791000	6133500	2760900	2323900	0	4261200	3499600	5651900	1001400	2863900	2967900	3231600	761630	9511700	14294000	203630	13007000	7089500	2342600
