"LC.H522"	"CO.HCC2998"	"RE.SN12C"	"BR.HS578T"	"LE.K562"	"BR.BT549"	"LC.EKVX"	"LC.HOP62"	"ME.SKMEL28"	"BR.T47D"	"ME.MDAMB435"	"LE.SR"	"BR.MDAMB231"	"ME.LOXIMVI"	"CNS.SNB75"	"ME.M14"	"OV.ADRRES"	"CO.HT29"	"LC.H226"	"RE.RXF393"	"CNS.U251"	"ME.SKMEL5"	"OV.SKOV3"	"PR.DU145"	"OV.OVCAR3"	"OV.IGROV1"	"ME.SKMEL2"	"OV.OVCAR4"	"ME.UACC62"	"CO.COLO205"	"ME.UACC257"	"CNS.SNB19"	"RE.7860"	"LE.HL60"	"CO.SW620"	"LC.A549"	"RE.A498"	"LE.CCRFCEM"	"LC.H23"	"ME.MALME3M"	"RE.UO31"	"RE.TK10"	"LC.HOP92"	"CO.HCT116"	"LC.H322M"	"RE.ACHN"	"CO.HCT15"	"RE.CAKI1"	"CNS.SF539"	"LE.RPMI8226"	"CNS.SF295"	"LE.MOLT4"	"BR.MCF7"	"OV.OVCAR5"	"CNS.SF268"	"LC.H460"	"OV.OVCAR8"	"PR.PC3"	"CO.KM12"
"IPI00218803"	0	0	0	60839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00218831"	0	0	82350	785740	296690	0	2999600	373630	568860	743400	171120	663530	2262600	0	656710	1779500	0	0	0	2029600	1622600	195070	0	2337700	302360	766320	223500	0	335190	0	290280	217600	0	0	0	0	3518400	333520	1711800	2689900	0	0	743830	0	0	0	0	181680	0	0	0	26690000	0	0	1644700	8221000	517820	427820	0
"IPI00218847"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241470	0	0	133670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00218848"	3105400	2356000	3816600	1668800	3072100	4942400	0	1421100	282870	3494000	5373900	5498100	2992300	3850900	1175700	1027600	2454000	2915300	3752000	1150700	1895200	929790	7945100	3269100	0	0	3270500	840510	4260400	3052400	2062800	479160	5765300	1872200	1278100	2488100	2073200	2907500	0	2462700	3145100	3314400	2985300	2591900	3751700	0	0	0	2912600	2947100	6309000	0	239220	0	1472500	2194000	2757000	0	893370
"IPI00218850"	333070	570510	828950	1275700	735920	216760	992260	335490	1024000	1013300	492760	1812200	257350	0	623580	611580	1112600	953120	3321900	0	1222000	211580	620310	716190	287480	651970	1322100	544660	595330	1964700	3047200	2580600	440920	2527000	432430	585250	875500	333280	724490	1580700	682700	453460	906340	540720	3321900	284280	386510	0	771910	1234200	992570	266430	1077700	3917600	552100	345310	438090	776700	466480
"IPI00218852"	0	34225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4012800	0	0	0	0	0	0	0	0	0	0	0	57287000	0	0	0	0	12112000	0	0	0	0	0	0	0	0	0	0	0	2921500	0	0	0	0	0	0	0	0	0	0	0	16480000
"IPI00218857"	0	0	0	0	0	0	0	0	0	0	0	0	0	128630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00218889"	84519	504030	508350	0	0	0	630020	869650	504450	752700	430210	296710	900370	291690	299990	236660	431460	316560	132880	759730	344960	287850	1217500	372200	0	218470	241800	766970	516230	1141500	111160	0	0	989400	0	0	1347300	368470	0	105200	416130	444310	146960	397670	84193	223760	281660	603610	231210	261460	0	677810	389840	425950	721710	223610	337060	353380	222290
"IPI00218895"	189600	71398	77867	177470	137280	200360	182640	162350	0	112170	189090	113870	95737	270360	0	153340	0	131920	93149	0	133610	0	88251	0	0	0	0	0	162470	0	0	0	0	0	0	0	0	118690	117220	0	0	0	94733	170500	0	165400	138910	103910	358970	162890	0	546660	376810	0	236540	228470	221780	199190	238990
"IPI00218914"	295680000	19294000	0	0	5519900	0	22290000	0	14191000	0	793550	35139000	2197500	0	0	1188600	2756900	39647000	512090	0	339340	0	0	1567100	0	0	9470100	3631400	1359400	58211000	6248700	986430	1655800	766940	7007100	289490000	161220000	0	0	5042300	3368900	10012000	3386000	0	0	46285000	0	15540000	1001100	0	1615000	0	0	7815400	870820	17285000	440430	529390	5370700
"IPI00218916"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93273	0	0	0	0	475740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00218918"	242220000	9505200	23926000	32423000	84531000	77136000	120270000	115220000	88924000	19171	42191000	16931000	109640000	205180000	185170000	52603000	75016000	33690000	44747000	31812000	66807000	4103100	106690000	52758000	32760000	22877000	51726000	16853000	46870000	29519000	15581000	62292000	31058000	18594000	466330	56302000	142380000	103390000	117330000	14920000	100280000	61917000	99856000	88423000	165630000	63425000	6560900	58971000	73959000	464860	105370000	131450000	0	193670000	75692000	59901000	84323000	80815000	421720
"IPI00218919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203970	178840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00218922"	1408000	3571300	2843600	5265600	2458400	6650000	996820	5538400	7226900	1236900	1321700	3704300	842740	1341400	2466300	1989800	3041700	1606900	2871400	2601100	3593700	2359200	4640400	1343400	3409600	2861200	3079900	3562100	2656700	1602800	3255800	5597200	2500500	2690700	1023200	1162300	1130000	1673100	1876900	1995700	871630	1107200	2078100	0	0	1468000	730920	2261100	4122300	351770	873110	2807900	2215000	2010300	724510	1786900	2057300	2613800	1713000
"IPI00218924"	1020900	2115900	2691600	1935700	1392100	2846000	3330700	6421700	8630400	345260	4002600	2859000	3090200	2801800	3564200	3359300	1956300	1553500	986350	872960	3845600	3381800	4009700	4650200	2319900	325170	6912300	1342300	3100600	590480	1731600	3146300	0	144900	2271100	4834500	765420	406340	2565400	3220000	1281500	4238400	3062600	2332200	7462300	2198000	2746800	2176300	3249400	444690	5294400	729290	1676300	4471700	981560	8701000	2551200	2709200	1134600
"IPI00218925"	0	274670	0	86009	0	0	144430	444180	0	1741300	593080	647640	219610	224130	69783	257680	246010	74146	133930	0	0	211480	187000	0	0	0	0	585900	233800	306600	0	69924	0	55129	141580	145300	0	169260	0	123070	152740	182890	0	0	0	0	0	241820	661570	0	0	0	939890	547300	0	0	212000	0	87576
"IPI00939163"	10624000	34036000	38150000	6497200	21112000	33306000	20197000	62111000	28886000	7921000	36843000	33945000	16715000	32268000	9599900	21263000	9796000	28283000	5512000	21615000	24864000	48682000	16316000	5490700	12199000	15298000	9150200	13617000	11403000	49020000	28693000	13406000	15656000	19285000	9708500	13456000	17553000	16662000	3124800	11067000	17422000	33984000	14928000	24750000	89234	14807000	22630000	12083000	13416000	20580000	4692700	24875000	23222000	20755000	6306300	31794000	29943000	46527000	27124000
"IPI00219000"	0	0	0	0	0	0	0	0	0	0	0	0	32787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251770	0	0	0
"IPI00219005"	5934400	14444000	14527000	5418700	16345000	12586000	11137000	15846000	3517800	63148000	23013000	9877500	10272000	5786200	6521000	11235000	16581000	15644000	7218700	12983000	8004200	11627000	2601200	5814800	8686100	11901000	8228300	9369000	9761700	14585000	6095100	5186600	13177000	26379000	15960000	10770000	6561600	14978000	38617000	5528400	11851000	12089000	6366400	19464000	14008000	9576800	20055000	8550200	3660300	19347000	7172400	17600000	30440000	7159100	11999000	13839000	23010000	12986000	15593000
"IPI00219018"	179550000	332010000	193830000	170900000	193780000	143330000	196570000	198760000	250780000	186540000	749710000	421990000	307790000	569140000	426310000	374680000	322480000	262080000	287410000	395750000	300590000	277470000	163160000	257270000	217820000	354910000	299030000	221210000	309670000	349580000	183100000	135240000	259220000	462500000	162030000	91120000	338870000	692890000	582830000	517030000	373160000	378480000	243770000	374300000	399570000	469060000	260020000	253600000	205920000	375940000	291280000	293290000	2.67e+08	182790000	645630000	275650000	387350000	325610000	364300000
"IPI00297419"	0	0	0	0	0	0	0	0	0	158510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1646900	0	0	0	1583500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219025"	0	0	852620	606450	140090	93605	2347600	3456300	1370400	0	1138200	550640	1634400	246450	383850	1604700	499370	306000	312210	596180	1760000	380470	307000	389340	0	0	0	0	534790	5051300	934330	0	0	4111700	887080	5706500	1302300	2977900	0	528660	4152600	76467	600970	588670	0	1123700	184830	797770	633550	6423500	898210	0	0	0	1136900	2510600	1061800	368960	461390
"IPI00219029"	3637400	6838000	81052	382580	7135900	3832400	3936300	11456000	4300200	9097000	16353000	2423600	7823000	4169900	379670	4081600	2092700	3791500	4383100	3239700	2980700	5857300	943970	6598400	640000	1760800	333090	4724800	1948800	10162000	1921200	2337600	0	4683100	4460900	2324500	2377200	4050300	3408500	2196800	2506400	3961700	2145200	7740900	91168	5640500	7527600	2363500	685350	1911100	150540	10574000	4369000	3053900	5916400	3695300	6604300	2788200	4215300
"IPI00219034"	1979800	817110	2031100	0	0	0	137690	162000	0	670240	0	0	260010	0	909840	678720	1072700	669280	848530	0	445990	1819100	94268	190740	0	949020	729760	1775800	1911400	518460	55491	192410	0	0	891330	640560	447910	447810	99084	633870	966000	1371300	1841900	951490	684780	491650	900540	553160	1216000	1023900	1298300	385340	1074900	829790	2188400	2063700	1047300	3520800	1841300
"IPI00219036"	0	0	0	0	0	0	0	0	0	0	0	109390	0	0	0	0	0	0	0	0	0	0	0	0	0	60881	0	0	0	0	0	0	0	0	0	0	0	39856	84768	0	0	0	0	21924	0	0	0	0	0	0	0	0	40845	0	0	0	0	0	0
"IPI00219038"	0	0	0	0	0	0	0	0	0	0	0	68073	105650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219067"	0	0	223690	0	0	0	608430	699980	615300	1663500	0	212510	208570	0	0	524730	0	0	0	0	814510	0	0	0	0	417050	0	0	181540	0	255950	264810	0	0	0	0	0	0	513240	337140	0	0	590340	0	0	0	0	225150	0	0	156190	2412200	0	0	762460	327850	819480	436370	0
"IPI00219077"	10810000	5636200	7304500	638280	2819600	576470	9567100	1704600	946670	7428200	0	528790	7048900	2570500	2986800	0	6132600	9693100	2366700	2650600	3885600	4423800	7726000	7322200	6954800	4183600	2582200	4976700	2586900	5395200	1745300	1307300	0	4810800	7355200	10514000	3491000	4037800	12368000	3430700	7550600	5705600	4533500	13189000	779420	12030000	5906500	4566000	1538000	6446300	1424800	6685700	5144500	0	9770900	7389800	8461400	5996600	6797000
"IPI00219078"	14023000	34921000	27756000	15098000	14791000	19041000	30883000	43268000	28187000	37565000	2216300	34687000	20723000	23306000	20106000	23969000	37276000	27075000	53180000	9747300	24199000	49876000	22696000	29420000	37326000	11175000	19364000	21046000	61082000	34006000	61762000	19233000	4482000	7446400	20107000	51939000	19620000	6834500	17046000	50325000	17988000	12509000	26766000	17218000	13359000	28400000	24266000	16960000	2.4e+07	25136000	30147000	7011800	24231000	19299000	5622100	44645000	20248000	27951000	13962000
"IPI00219097"	7696500	9096200	5594800	7421000	19464000	10016000	778190	743120	0	8908500	10472000	4627400	11933000	6839500	2780700	5875600	9355800	15788000	5638800	11969000	5790900	9671000	7205900	6553900	15579000	7375900	6618800	4581000	1270500	11299000	5511500	14112000	2151600	43669000	15330000	5273900	884330	51164000	9743000	6212200	7275800	20370000	7571000	17582000	2407300	8540500	18048000	6271300	5873200	21565000	4692900	3537600	25161000	7991900	3488700	6672400	11964000	13245000	27179000
"IPI00219110"	180540	0	183130	202740	0	521440	234710	851950	780000	67951	189400	412540	109770	860710	0	443360	38835	0	400180	0	440910	538820	320340	81385	0	0	522050	197160	196280	0	0	0	0	0	174610	154370	176090	0	0	92199	317120	535520	143730	263910	0	334680	0	253270	459260	0	221850	0	160710	0	0	320630	164470	0	89439
"IPI00219129"	0	0	0	0	101210	0	0	0	0	0	0	0	128910	0	483590	0	0	0	0	131560	0	0	303890	66971	0	107330	0	0	0	101310	0	0	0	0	0	206550	0	64911	0	0	0	0	0	102730	0	0	120260	0	0	0	0	0	0	0	149950	435260	0	0	0
"IPI00790218"	0	0	0	0	0	0	0	0	0	20284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219153"	1075900	1888800	0	1913300	3938100	3919900	127990	479110	61066	993890	2560900	2044100	1427700	2557000	1152100	3018200	2421200	2710100	1894900	1086900	1753300	2537600	2897100	1984300	1485700	0	608360	2101800	2230500	1734800	1171000	748850	0	1755000	4794800	338780	1000300	871360	2441000	2832800	1205400	0	442480	1245200	1359900	1844900	709770	1003100	753220	2237300	349030	1801500	2566600	983790	18960000	2111400	2329700	3321600	3323100
"IPI00219155"	39103	0	0	0	0	0	0	0	0	0	117040	0	0	0	0	0	89602	0	0	0	61255	0	0	0	0	0	0	0	80496	0	0	0	0	0	0	0	0	96098	174900	182670	0	0	0	0	115000	0	0	0	0	0	0	0	82330	0	18084000	35268	116850	0	0
"IPI00219156"	1070200	604850	806760	1961300	0	2921500	3365200	629960	6788900	1632800	2132800	1045000	2092400	1597300	1264300	522780	555120	205630	709950	856800	0	1136000	228540	103100	0	0	0	1561200	2279100	589440	1344800	0	469500	0	1522400	3564200	1637100	2314600	1063700	1145300	1596200	1335800	1708100	3144600	4692400	1362000	2640400	0	1519000	596620	430270	0	2925000	1473700	15774000	1614900	2562700	1522300	1131200
"IPI00219160"	0	0	0	0	0	83133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166700	0	0	96853	0	0	0	0	0	0	0	0	0	0	397580	63961	0	0	0	0	0	0	0	0	0	0	0	121470	0	0	86766	0	0	0	264340	0	0	0	0
"IPI00219179"	0	0	0	0	0	0	0	176910	385530	65143	0	0	0	0	0	62877	35378	11252	41341	0	45773	143290	39466	0	0	261050	0	0	239090	42050	0	0	0	0	0	0	55115	87169	6899.5	66554	0	0	0	0	0	0	0	0	0	0	0	58206	0	0	8307.8	153340	0	0	0
"IPI00219217"	75969000	112840000	68111000	50277000	115030000	59150000	18641000	11195000	18085000	4878900	157530000	172260000	67688000	160750000	25146000	80185000	80525000	106170000	62038000	68932000	65334000	123210000	33969000	70408000	57924000	66140000	64191000	47508000	91620000	0	72705000	46754000	46501000	151850000	111020000	51412000	57752000	104780000	106850000	50699000	71581000	94264000	28139000	129280000	142950000	91990000	107390000	72166000	35981000	116400000	51154000	5723400	0	0	63396000	53863000	70319000	38354000	67462000
"IPI00219219"	1923000	0	72964000	201700000	33532000	231350000	44998000	21763000	196290000	80914000	143050000	45707000	139610000	119170000	249980000	67846000	55924000	3181000	60944000	146930000	172120000	84670000	71578000	59862000	0	0	5576200	102020000	152750000	27070000	53196000	9536300	137920000	27599000	26795000	18005000	115480000	37430000	39420000	196910000	153900000	196510000	198920000	65190000	2442700	80034000	0	3596500	224950000	30336000	287250000	0	23025000	47919000	114500000	43376000	116570000	94488000	85528000
"IPI00914561"	0	0	0	0	14028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219229"	1891300	2143600	1116500	2907600	4519100	1885400	3483100	11112000	5535800	2133100	1215000	1517500	2120700	3424100	1927900	793670	2372000	1877700	3602600	1343300	1262300	406770	1252000	1820300	0	0	2025300	1434400	1253300	1157400	1160600	0	3288900	2162400	1694000	1392700	1193800	3839000	673720	1556600	1292100	1135500	1909500	2512100	1631600	1516100	2355500	0	1120400	1107900	1012800	0	2536000	2512000	1761800	1611200	1773400	1332000	1839300
"IPI00219249"	979590	0	103410	639210	0	300760	0	0	0	0	0	821690	0	667720	472580	0	801830	496350	516570	335920	474500	0	0	618780	0	0	0	83372	625860	173320	0	0	60524	0	3850400	0	102850	0	0	99734	0	60674	0	0	0	619150	0	763890	1367800	0	974190	0	0	223540	566740	0	277060	0	1584500
"IPI00219256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219299"	0	351840	223770	389830	0	81134	0	0	65134	0	0	0	0	67897	4289100	0	0	0	518880	2198800	192190	0	181950	0	261950	48028	11744000	0	238730	0	251870	0	327890	0	113480	0	0	0	166130	179090	0	580100	0	0	0	511370	471420	410590	794430	3191600	352870	0	0	644860	3610900	0	0	398070	0
"IPI00219301"	2974800	2323700	5053300	12106000	530640	27629000	0	0	0	0	2437300	4406400	11180000	17506000	13155000	1709700	4393400	4183800	4242600	9527400	17308000	1913000	2255500	0	5530600	2840900	0	1252700	2459200	255010	3285400	24034000	330160	239850	3054300	5361200	763720	487380	2262200	1822500	948180	1309500	1687600	533440	883690	1023800	443090	2692600	7980100	0	6583400	0	0	324570	619110	0	4403400	2280000	1060600
"IPI00219306"	264340	212930	0	0	0	0	0	0	0	0	0	0	0	0	0	126810	120960	113160	592530	277050	287930	148150	0	0	0	0	0	0	0	0	0	74485	0	0	0	0	0	165670	107270	0	0	84773	0	22144	0	0	0	0	0	0	0	0	0	0	0	0	55337	87286	0
"IPI00847415"	0	0	0	0	0	0	162880	217640	224200	0	25630	0	0	0	0	68521	16184	15195	16476	64340	133130	33295	0	95852	0	0	0	0	75430	0	0	0	0	34247	0	0	0	83671	71540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219344"	607420	384920	6028300	3357200	567610	2360300	6011200	5596600	2527300	400680	2144700	3103000	7991400	2189200	4485300	1149700	876600	1259400	2245100	5818700	4126300	730010	2979300	10741000	290080	4982400	179540	674550	2558000	1432000	1977100	2169900	0	1709700	3543400	3379100	8785600	0	524510	6102400	992040	4701900	3584800	1153100	1018000	2434900	265440	997490	3631700	3124600	5083700	437780	1438500	4042500	917550	5697100	891700	8288100	1996700
"IPI00219649"	1731900	0	1701900	513230	3558200	530130	0	0	0	0	0	479320	0	0	1023800	0	1312000	0	81123	183530	0	0	0	116950	201610	0	342700	1799900	170290	0	0	0	0	154810	0	0	0	0	98677	0	0	0	0	0	0	0	0	0	0	3545100	0	1630800	1668700	472170	0	0	1480700	206360	93292
"IPI00219358"	94325	142780	0	0	0	0	0	0	0	515340	0	0	59670	0	0	0	169180	99199	0	0	386600	171870	0	0	0	112290	0	0	159520	192540	0	0	0	0	0	0	0	143000	0	174830	129100	128160	0	0	0	0	0	0	0	0	0	650640	0	261990	540610	69482	107100	0	84177
"IPI00219365"	43486000	18908000	107800000	53372000	89214000	79374000	58845000	84443000	82426000	28550000	147840000	128700000	154890000	169380000	90703000	8961000	62017000	26042000	71216000	100860000	97406000	31652000	95369000	73746000	23224000	75317000	48662000	75723000	65178000	16443000	51586000	82519000	186890000	260830000	32294000	73786000	151930000	123760000	39980000	61060000	76836000	72440000	51191000	40845000	5762000	42798000	38310000	82416000	97016000	51333000	80341000	95236000	7418900	12347000	72743000	46385000	67659000	134010000	49235000
"IPI00219368"	0	0	376720	211310	409660	257510	269920	256600	186710	0	0	0	0	0	373270	466160	134550	0	0	251440	208450	97268	323030	155740	409910	290570	280740	167230	0	0	0	461100	0	149020	500410	199810	64846	144770	0	0	0	0	0	44378	0	0	0	0	0	80765	0	393540	757240	0	0	564010	167390	62158	1067400
"IPI00219381"	798920	555040	469090	0	482400	572580	649390	0	1440000	585650	537310	865620	296540	665510	1257800	1073400	982100	1012400	1065000	0	0	785470	999320	1011500	185630	0	963070	1191100	908040	595060	1373000	2737800	1151700	0	1156900	632980	962450	492180	0	657540	400120	808410	460860	1506500	727910	561510	2933000	0	408080	352290	805810	0	233470	907560	2053000	809030	502660	143150	815790
"IPI00219383"	350940	179460	256840	0	206650	366240	1145300	786480	1229000	261780	199790	875900	398550	982900	421960	538310	610730	395230	765440	0	366460	430160	725090	497990	0	0	870240	298010	482770	555250	656450	0	796240	0	1185300	280770	714430	427350	0	233750	0	575150	352690	759790	678250	823160	315410	0	190010	0	805940	0	746470	2554700	578760	657550	255640	779260	488140
"IPI00219385"	727540	0	1040600	1079100	673830	702550	0	0	0	1160400	532240	502720	372900	1134200	447590	999060	1484200	697750	424940	0	1014900	827280	476400	993740	3670700	220830	462450	1177300	1117100	475290	708750	557220	0	892160	0	1470700	630670	734070	683930	1245900	685210	361410	1225700	1244300	1355200	851660	1418200	0	979050	605240	1326500	0	1968300	1166200	97123	1463600	565700	2297200	1339000
"IPI00219420"	8506400	4599900	4485500	785660	3115900	3797900	2054300	142140	1233500	738120	1224700	485380	4642700	3199000	4315600	3999000	9157500	9914600	3613300	5182000	4999200	4313200	4106400	4616700	6643700	4995600	8193500	2355100	400360	5853800	3407900	3390700	821770	16293000	11045000	4463900	1666000	6895200	4838700	3575400	1310700	4365900	3527200	3226300	9835600	2707700	6997600	3470800	2386600	6277000	1700600	11096000	5611900	3798900	5361500	8453400	11036000	4911400	8886700
"IPI00792423"	32891	0	33383	0	0	0	0	0	0	0	0	0	0	0	0	29584	0	0	0	0	0	0	0	0	0	0	0	0	53446	0	37017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219436"	63450	226010	78889	474530	165840	0	150490	262830	1317700	0	87713	1395100	147120	1847800	0	109520	0	0	0	0	0	1144400	232770	0	0	0	0	0	670590	894000	245060	0	0	2259000	0	0	65393	442030	0	467070	441560	0	771140	254640	114260	290810	62899	237920	0	3892200	0	964640	0	0	0	0	226050	270730	121630
"IPI00219446"	10657000	15979000	37231000	7582400	19091000	10021000	22200000	4133100	22460000	24209000	7712500	49985000	13752000	19913000	20219000	25346000	11460000	16066000	9172800	12889000	10954000	24030000	12153000	13964000	1134900	14287000	14317000	11828000	20299000	32996000	46883000	14057000	0	36064000	22510000	19807000	6440600	38160000	11918000	22190000	30857000	18935000	13836000	19429000	8984600	21381000	27385000	14444000	10465000	46090000	18885000	22678000	12115000	4818000	28163000	11970000	21694000	28894000	20923000
"IPI00219452"	55048000	6641100	593580	1299000	1614400	2510000	2106100	6646200	23371000	2076500	31346000	42562000	5644200	2116200	7753400	41722000	4631100	2661000	966820	8806100	14863000	14918000	3571200	2918500	1321800	9213500	717250	1346100	16206000	3437800	15625000	4415300	425550	3193200	3838700	78974	1991800	7498600	6610100	17394000	3743700	861210	4779800	6903200	2616300	1494500	4191600	4241800	1830800	9603500	875480	21021000	1060800	2225800	4631200	1812400	3204300	9162900	5261300
"IPI00479623"	0	46025	0	0	0	0	58885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85644	0	0	0	0	0	0	0	0	85887	14789	101240	88081	41964	0	84975	0	0	0	54527	0	46637	198930	0	0	0	0	0
"IPI00219468"	1243000	1315200	467840	1481600	0	39291	0	0	0	840890	358580	275080	0	152420	160760	0	278720	3151600	494240	2615700	987260	486760	480740	776660	0	0	0	0	223440	0	485620	0	0	0	161830	244110	410130	0	0	187450	793800	200320	1308800	903130	341310	511970	0	0	204210	0	0	0	471430	0	1134200	1150700	160730	2136700	241750
"IPI00642374"	963690	1939200	0	368150	1096700	750380	438130	106590	87335	546880	426070	0	625370	484930	57134	831550	84311	1011700	227980	536150	1004000	803980	591850	1090000	584560	195730	673610	489220	850690	473650	845690	757170	0	480990	874640	730590	104110	3240000	133820	210960	154010	837480	934460	1705000	893050	619940	961690	337890	420670	4821800	807880	1637200	708870	378640	248150	1370300	593040	181680	259980
"IPI00219518"	560160	1546700	908690	1712300	2571600	2338600	5253800	1149900	227300	3262100	1412200	2441400	4336200	3287800	5456300	3511400	3704200	2105000	2078900	2993800	2642200	1729500	2731400	2989200	0	1316900	380980	1533100	2671700	1957500	259100	0	0	1902800	1550600	1134900	2306300	2051900	4063700	3755300	2105200	3342500	1165500	917780	1737000	3968000	809900	203680	645330	1129800	528800	1880400	2351700	2547900	3348100	1474700	2263200	1559600	827280
"IPI00219525"	17419000	9681400	6984500	3563800	25590000	18326000	7094200	54207000	8022600	10469000	11828000	9651200	7479700	2100200	22079000	10704000	5289300	9029000	12899000	9746100	10919000	4485900	11024000	9862700	11964000	4905500	11370000	7086500	6209000	15259000	6643800	10496000	6893900	33680000	13419000	23739000	17182000	14709000	5145300	3693000	7870000	11349000	6330400	7250100	47038000	5341000	11775000	9257900	7443300	1687500	5382500	15666000	5384900	12557000	12357000	25495000	9148000	10682000	12848000
"IPI00219526"	4165200	2493600	8266600	5265500	0	4172300	7244500	4250600	5872600	1639900	8772200	5880900	7087800	61993	11255000	11371000	2043900	3388600	2506800	14660000	3795000	5500700	10309000	4295700	1398300	5175700	2493200	5961100	10008000	4830500	9610500	3047800	3272800	12289000	3383400	3252600	2295400	3691500	5414800	6357700	3211600	16801000	4969200	2496200	0	3330000	8252500	6894500	9088400	1117500	4053200	3678600	106550	4753500	9100900	2234000	5118400	8280800	1810700
"IPI00219532"	139420	0	163510	55914	0	60582	0	0	0	0	0	0	494490	102720	0	614050	86284	0	0	271330	172750	0	200110	148580	0	0	0	0	0	0	157380	0	0	2133400	0	196430	0	1406000	0	0	0	0	0	0	0	0	0	0	0	603160	0	725200	0	0	0	65704	0	0	0
"IPI00219538"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28275	0	0	0	0	0	0	0	0	0	0	0	0	0	85471	0	0	0	0	0	0	0	0	39239	0	0	0	0	32553	0	46945	0	0	0	0	0	0	115170	0	0	0	0	0
"IPI00219563"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IPI00219568"	0	0	0	0	0	100150	0	0	719370	0	0	0	0	0	0	1613700	0	0	0	415770	2268700	0	691920	0	0	2981500	994030	0	0	0	0	0	0	0	0	0	0	0	272260	125640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134610	0	1211900	0
"IPI00219575"	734860	174330	214610	219740	874210	271160	647430	0	0	643700	823490	1392500	984850	954700	403170	522650	204470	210820	338870	381070	742730	438760	816090	335990	0	669740	0	104980	364710	509910	400890	363920	759160	2635800	249090	0	166210	1544700	351740	662450	122830	150710	193650	130930	0	88437	671520	439040	143370	0	559800	2688300	0	0	51114	329290	369920	229610	344980
"IPI00219592"	164470	117990	0	0	0	0	266130	299240	370190	0	0	0	161630	0	0	0	0	0	0	0	64109	123630	0	172800	0	0	0	0	0	0	0	0	0	0	0	0	87161	92927	41398	105380	99662	66385	61883	96726	69668	0	71224	0	0	0	0	412320	0	0	0	0	0	152660	46744
